id,atom_id,molecule_id,type,fpk_molecule_id
4824,i75_99_0_2i,i75_99_0i,c,239
4825,i75_99_0_3i,i75_99_0i,o,239
4826,i75_99_0_3_1i,i75_99_0i,h,239
4827,i75_99_0_4i,i75_99_0i,c,239
4828,i75_99_0_5i,i75_99_0i,cl,239
4829,i75_99_0_6i,i75_99_0i,cl,239
4830,i75_99_0_7i,i75_99_0i,c,239
4831,i75_99_0_7_1i,i75_99_0i,h,239
4832,i75_99_0_7_2i,i75_99_0i,h,239
4833,i75_99_0_7_3i,i75_99_0i,h,239
4834,i765_34_4_1i,i765_34_4i,o,240
4835,i765_34_4_2i,i765_34_4i,c,240
4836,i765_34_4_2_1i,i765_34_4i,h,240
4837,i765_34_4_3i,i765_34_4i,c,240
4838,i765_34_4_3_1i,i765_34_4i,h,240
4839,i765_34_4_4i,i765_34_4i,c,240
4840,i765_34_4_4_1i,i765_34_4i,h,240
4841,i765_34_4_4_2i,i765_34_4i,h,240
4842,i765_34_4_5i,i765_34_4i,o,240
4843,i76_13_1_1i,i76_13_1i,f,241
4844,i76_13_1_2i,i76_13_1i,c,241
4845,i76_13_1_3i,i76_13_1i,f,241
4846,i76_13_1_4i,i76_13_1i,c,241
4847,i76_13_1_5i,i76_13_1i,f,241
4848,i76_13_1_6i,i76_13_1i,cl,241
4849,i76_13_1_7i,i76_13_1i,cl,241
4850,i76_13_1_8i,i76_13_1i,cl,241
4851,i76_44_8_10i,i76_44_8i,c,242
4852,i76_44_8_11i,i76_44_8i,cl,242
4853,i76_44_8_12i,i76_44_8i,c,242
4854,i76_44_8_13i,i76_44_8i,cl,242
4855,i76_44_8_14i,i76_44_8i,c,242
4856,i76_44_8_15i,i76_44_8i,cl,242
4857,i76_44_8_16i,i76_44_8i,cl,242
4858,i76_44_8_17i,i76_44_8i,cl,242
4859,i76_44_8_1i,i76_44_8i,cl,242
4860,i76_44_8_2i,i76_44_8i,c,242
4861,i76_44_8_2_1i,i76_44_8i,h,242
4862,i76_44_8_3i,i76_44_8i,c,242
4863,i76_44_8_3_1i,i76_44_8i,h,242
4864,i76_44_8_4i,i76_44_8i,c,242
4865,i76_44_8_4_1i,i76_44_8i,h,242
4866,i76_44_8_5i,i76_44_8i,c,242
4867,i76_44_8_5_1i,i76_44_8i,h,242
4868,i76_44_8_6i,i76_44_8i,c,242
4869,i76_44_8_6_1i,i76_44_8i,h,242
4870,i76_44_8_7i,i76_44_8i,c,242
4871,i76_44_8_8i,i76_44_8i,cl,242
4872,i76_44_8_9i,i76_44_8i,c,242
4873,i77_47_4_10i,i77_47_4i,cl,243
4874,i77_47_4_11i,i77_47_4i,cl,243
4875,i77_47_4_1i,i77_47_4i,c,243
4876,i77_47_4_2i,i77_47_4i,c,243
4877,i77_47_4_3i,i77_47_4i,c,243
4878,i77_47_4_4i,i77_47_4i,c,243
4879,i77_47_4_5i,i77_47_4i,cl,243
4880,i77_47_4_6i,i77_47_4i,cl,243
4881,i77_47_4_7i,i77_47_4i,cl,243
4882,i77_47_4_8i,i77_47_4i,c,243
4883,i77_47_4_9i,i77_47_4i,cl,243
4884,i77_78_1_1i,i77_78_1i,o,244
4885,i77_78_1_2i,i77_78_1i,s,244
4886,i77_78_1_3i,i77_78_1i,o,244
4887,i77_78_1_4i,i77_78_1i,o,244
4888,i77_78_1_5i,i77_78_1i,c,244
4889,i77_78_1_5_1i,i77_78_1i,h,244
4890,i77_78_1_5_2i,i77_78_1i,h,244
4891,i77_78_1_5_3i,i77_78_1i,h,244
4892,i77_78_1_6i,i77_78_1i,o,244
4893,i77_78_1_7i,i77_78_1i,c,244
4894,i77_78_1_7_1i,i77_78_1i,h,244
4895,i77_78_1_7_2i,i77_78_1i,h,244
4896,i77_78_1_7_3i,i77_78_1i,h,244
4897,i78_00_2_1i,i78_00_2i,c,245
4898,i78_00_2_1_1i,i78_00_2i,h,245
4899,i78_00_2_1_2i,i78_00_2i,h,245
4900,i78_00_2_1_3i,i78_00_2i,h,245
4901,i78_00_2_2i,i78_00_2i,c,245
4902,i78_00_2_2_1i,i78_00_2i,h,245
4903,i78_00_2_2_2i,i78_00_2i,h,245
4904,i78_00_2_3i,i78_00_2i,pb,245
4905,i78_00_2_4i,i78_00_2i,c,245
4906,i78_00_2_4_1i,i78_00_2i,h,245
4907,i78_00_2_4_2i,i78_00_2i,h,245
4908,i78_00_2_5i,i78_00_2i,c,245
4909,i78_00_2_5_1i,i78_00_2i,h,245
4910,i78_00_2_5_2i,i78_00_2i,h,245
4911,i78_00_2_5_3i,i78_00_2i,h,245
4912,i78_00_2_6i,i78_00_2i,c,245
4913,i78_00_2_6_1i,i78_00_2i,h,245
4914,i78_00_2_6_2i,i78_00_2i,h,245
4915,i78_00_2_7i,i78_00_2i,c,245
4916,i78_00_2_7_1i,i78_00_2i,h,245
4917,i78_00_2_7_2i,i78_00_2i,h,245
4918,i78_00_2_7_3i,i78_00_2i,h,245
4919,i78_00_2_8i,i78_00_2i,c,245
4920,i78_00_2_8_1i,i78_00_2i,h,245
4921,i78_00_2_8_2i,i78_00_2i,h,245
4922,i78_00_2_9i,i78_00_2i,c,245
4923,i78_00_2_9_1i,i78_00_2i,h,245
4924,i78_00_2_9_2i,i78_00_2i,h,245
4925,i78_00_2_9_3i,i78_00_2i,h,245
4926,i78_59_1_10i,i78_59_1i,c,246
4927,i78_59_1_10_1i,i78_59_1i,h,246
4928,i78_59_1_10_2i,i78_59_1i,h,246
4929,i78_59_1_1i,i78_59_1i,o,246
4930,i78_59_1_2i,i78_59_1i,c,246
4931,i78_59_1_3i,i78_59_1i,c,246
4932,i78_59_1_3_1i,i78_59_1i,h,246
4933,i78_59_1_4i,i78_59_1i,c,246
4934,i78_59_1_5i,i78_59_1i,c,246
4935,i78_59_1_5_1i,i78_59_1i,h,246
4936,i78_59_1_5_2i,i78_59_1i,h,246
4937,i78_59_1_6i,i78_59_1i,c,246
4938,i78_59_1_7i,i78_59_1i,c,246
4939,i78_59_1_7_1i,i78_59_1i,h,246
4940,i78_59_1_7_2i,i78_59_1i,h,246
4941,i78_59_1_7_3i,i78_59_1i,h,246
4942,i78_59_1_8i,i78_59_1i,c,246
4943,i78_59_1_8_1i,i78_59_1i,h,246
4944,i78_59_1_8_2i,i78_59_1i,h,246
4945,i78_59_1_8_3i,i78_59_1i,h,246
4946,i78_59_1_9i,i78_59_1i,c,246
4947,i78_59_1_9_1i,i78_59_1i,h,246
4948,i78_59_1_9_2i,i78_59_1i,h,246
4949,i78_59_1_9_3i,i78_59_1i,h,246
4950,i78_79_5_1i,i78_79_5i,c,247
4951,i78_79_5_2i,i78_79_5i,c,247
4952,i78_79_5_2_1i,i78_79_5i,h,247
4953,i78_79_5_3i,i78_79_5i,c,247
4954,i78_79_5_3_1i,i78_79_5i,h,247
4955,i78_79_5_3_2i,i78_79_5i,h,247
4956,i78_79_5_4i,i78_79_5i,c,247
4957,i78_79_5_4_1i,i78_79_5i,h,247
4958,i78_79_5_4_2i,i78_79_5i,h,247
4959,i78_79_5_5i,i78_79_5i,c,247
4960,i78_79_5_5_1i,i78_79_5i,h,247
4961,i78_79_5_5_2i,i78_79_5i,h,247
4962,i78_79_5_5_3i,i78_79_5i,h,247
4963,i78_83_1_1i,i78_83_1i,o,248
4964,i78_83_1_1_1i,i78_83_1i,h,248
4965,i78_83_1_2i,i78_83_1i,c,248
4966,i78_83_1_2_1i,i78_83_1i,h,248
4967,i78_83_1_2_2i,i78_83_1i,h,248
4968,i78_83_1_3i,i78_83_1i,c,248
4969,i78_83_1_3_1i,i78_83_1i,h,248
4970,i78_83_1_4i,i78_83_1i,c,248
4971,i78_83_1_4_1i,i78_83_1i,h,248
4972,i78_83_1_4_2i,i78_83_1i,h,248
4973,i78_83_1_4_3i,i78_83_1i,h,248
4974,i78_83_1_5i,i78_83_1i,c,248
4975,i78_83_1_5_1i,i78_83_1i,h,248
4976,i78_83_1_5_2i,i78_83_1i,h,248
4977,i78_83_1_5_3i,i78_83_1i,h,248
4978,i78_84_2_1i,i78_84_2i,o,249
4979,i78_84_2_2i,i78_84_2i,c,249
4980,i78_84_2_2_1i,i78_84_2i,h,249
4981,i78_84_2_3i,i78_84_2i,c,249
4982,i78_84_2_3_1i,i78_84_2i,h,249
4983,i78_84_2_4i,i78_84_2i,c,249
4984,i78_84_2_4_1i,i78_84_2i,h,249
4985,i78_84_2_4_2i,i78_84_2i,h,249
4986,i78_84_2_4_3i,i78_84_2i,h,249
4987,i78_84_2_5i,i78_84_2i,c,249
4988,i78_84_2_5_1i,i78_84_2i,h,249
4989,i78_84_2_5_2i,i78_84_2i,h,249
4990,i78_84_2_5_3i,i78_84_2i,h,249
4991,i78_87_5_1i,i78_87_5i,cl,250
4992,i78_87_5_2i,i78_87_5i,c,250
4993,i78_87_5_2_1i,i78_87_5i,h,250
4994,i78_87_5_2_2i,i78_87_5i,h,250
4995,i78_87_5_3i,i78_87_5i,c,250
4996,i78_87_5_3_1i,i78_87_5i,h,250
4997,i78_87_5_4i,i78_87_5i,cl,250
4998,i78_87_5_5i,i78_87_5i,c,250
4999,i78_87_5_5_1i,i78_87_5i,h,250
5000,i78_87_5_5_2i,i78_87_5i,h,250
5001,i78_87_5_5_3i,i78_87_5i,h,250
5002,i78_92_2_1i,i78_92_2i,o,251
5003,i78_92_2_1_1i,i78_92_2i,h,251
5004,i78_92_2_2i,i78_92_2i,c,251
5005,i78_92_2_2_1i,i78_92_2i,h,251
5006,i78_92_2_3i,i78_92_2i,c,251
5007,i78_92_2_3_1i,i78_92_2i,h,251
5008,i78_92_2_3_2i,i78_92_2i,h,251
5009,i78_92_2_4i,i78_92_2i,c,251
5010,i78_92_2_4_1i,i78_92_2i,h,251
5011,i78_92_2_4_2i,i78_92_2i,h,251
5012,i78_92_2_4_3i,i78_92_2i,h,251
5013,i78_92_2_5i,i78_92_2i,c,251
5014,i78_92_2_5_1i,i78_92_2i,h,251
5015,i78_92_2_5_2i,i78_92_2i,h,251
5016,i78_92_2_5_3i,i78_92_2i,h,251
5017,i78_93_3_1i,i78_93_3i,o,252
5018,i78_93_3_2i,i78_93_3i,c,252
5019,i78_93_3_3i,i78_93_3i,c,252
5020,i78_93_3_3_1i,i78_93_3i,h,252
5021,i78_93_3_3_2i,i78_93_3i,h,252
5022,i78_93_3_4i,i78_93_3i,c,252
5023,i78_93_3_4_1i,i78_93_3i,h,252
5024,i78_93_3_4_2i,i78_93_3i,h,252
5025,i78_93_3_4_3i,i78_93_3i,h,252
5026,i78_93_3_5i,i78_93_3i,c,252
5027,i78_93_3_5_1i,i78_93_3i,h,252
5028,i78_93_3_5_2i,i78_93_3i,h,252
5029,i78_93_3_5_3i,i78_93_3i,h,252
5030,i79_00_5_1i,i79_00_5i,cl,253
5031,i79_00_5_2i,i79_00_5i,c,253
5032,i79_00_5_2_1i,i79_00_5i,h,253
5033,i79_00_5_2_2i,i79_00_5i,h,253
5034,i79_00_5_3i,i79_00_5i,c,253
5035,i79_00_5_3_1i,i79_00_5i,h,253
5036,i79_00_5_4i,i79_00_5i,cl,253
5037,i79_00_5_5i,i79_00_5i,cl,253
5038,i79_01_6_1i,i79_01_6i,c,254
5039,i79_01_6_2i,i79_01_6i,c,254
5040,i79_01_6_2_1i,i79_01_6i,h,254
5041,i79_01_6_3i,i79_01_6i,cl,254
5042,i79_01_6_4i,i79_01_6i,cl,254
5043,i79_01_6_5i,i79_01_6i,cl,254
5044,i79_10_7_1i,i79_10_7i,o,255
5045,i79_10_7_2i,i79_10_7i,c,255
5046,i79_10_7_3i,i79_10_7i,o,255
5047,i79_10_7_3_1i,i79_10_7i,h,255
5048,i79_10_7_4i,i79_10_7i,c,255
5049,i79_10_7_4_1i,i79_10_7i,h,255
5050,i79_10_7_5i,i79_10_7i,c,255
5051,i79_10_7_5_1i,i79_10_7i,h,255
5052,i79_10_7_5_2i,i79_10_7i,h,255
5053,i79_11_8_1i,i79_11_8i,o,256
5054,i79_11_8_2i,i79_11_8i,c,256
5055,i79_11_8_3i,i79_11_8i,o,256
5056,i79_11_8_3_1i,i79_11_8i,h,256
5057,i79_11_8_4i,i79_11_8i,c,256
5058,i79_11_8_4_1i,i79_11_8i,h,256
5059,i79_11_8_4_2i,i79_11_8i,h,256
5060,i79_11_8_5i,i79_11_8i,cl,256
5061,i79_21_0_1i,i79_21_0i,o,257
5062,i79_21_0_2i,i79_21_0i,c,257
5063,i79_21_0_3i,i79_21_0i,o,257
5064,i79_21_0_4i,i79_21_0i,o,257
5065,i79_21_0_4_1i,i79_21_0i,h,257
5066,i79_21_0_5i,i79_21_0i,c,257
5067,i79_21_0_5_1i,i79_21_0i,h,257
5068,i79_21_0_5_2i,i79_21_0i,h,257
5069,i79_21_0_5_3i,i79_21_0i,h,257
5070,i79_34_5_1i,i79_34_5i,c,258
5071,i79_34_5_1_1i,i79_34_5i,h,258
5072,i79_34_5_2i,i79_34_5i,c,258
5073,i79_34_5_2_1i,i79_34_5i,h,258
5074,i79_34_5_3i,i79_34_5i,cl,258
5075,i79_34_5_4i,i79_34_5i,cl,258
5076,i79_34_5_5i,i79_34_5i,cl,258
5077,i79_34_5_6i,i79_34_5i,cl,258
5078,i79_44_7_1i,i79_44_7i,o,259
5079,i79_44_7_2i,i79_44_7i,c,259
5080,i79_44_7_3i,i79_44_7i,n,259
5081,i79_44_7_4i,i79_44_7i,c,259
5082,i79_44_7_4_1i,i79_44_7i,h,259
5083,i79_44_7_4_2i,i79_44_7i,h,259
5084,i79_44_7_4_3i,i79_44_7i,h,259
5085,i79_44_7_5i,i79_44_7i,c,259
5086,i79_44_7_5_1i,i79_44_7i,h,259
5087,i79_44_7_5_2i,i79_44_7i,h,259
5088,i79_44_7_5_3i,i79_44_7i,h,259
5089,i79_44_7_6i,i79_44_7i,cl,259
5090,i79_46_9_1i,i79_46_9i,o,260
5091,i79_46_9_2i,i79_46_9i,n,260
5092,i79_46_9_3i,i79_46_9i,o,260
5093,i79_46_9_4i,i79_46_9i,c,260
5094,i79_46_9_4_1i,i79_46_9i,h,260
5095,i79_46_9_5i,i79_46_9i,c,260
5096,i79_46_9_5_1i,i79_46_9i,h,260
5097,i79_46_9_5_2i,i79_46_9i,h,260
5098,i79_46_9_5_3i,i79_46_9i,h,260
5099,i79_46_9_6i,i79_46_9i,c,260
5100,i79_46_9_6_1i,i79_46_9i,h,260
5101,i79_46_9_6_2i,i79_46_9i,h,260
5102,i79_46_9_6_3i,i79_46_9i,h,260
5103,i80_05_7_10i,i80_05_7i,c,261
5104,i80_05_7_10_1i,i80_05_7i,h,261
5105,i80_05_7_11i,i80_05_7i,c,261
5106,i80_05_7_12i,i80_05_7i,o,261
5107,i80_05_7_12_1i,i80_05_7i,h,261
5108,i80_05_7_13i,i80_05_7i,c,261
5109,i80_05_7_13_1i,i80_05_7i,h,261
5110,i80_05_7_14i,i80_05_7i,c,261
5111,i80_05_7_14_1i,i80_05_7i,h,261
5112,i80_05_7_15i,i80_05_7i,c,261
5113,i80_05_7_15_1i,i80_05_7i,h,261
5114,i80_05_7_15_2i,i80_05_7i,h,261
5115,i80_05_7_15_3i,i80_05_7i,h,261
5116,i80_05_7_16i,i80_05_7i,c,261
5117,i80_05_7_16_1i,i80_05_7i,h,261
5118,i80_05_7_16_2i,i80_05_7i,h,261
5119,i80_05_7_16_3i,i80_05_7i,h,261
5120,i80_05_7_17i,i80_05_7i,c,261
5121,i80_05_7_17_1i,i80_05_7i,h,261
5122,i80_05_7_1i,i80_05_7i,o,261
5123,i80_05_7_1_1i,i80_05_7i,h,261
5124,i80_05_7_2i,i80_05_7i,c,261
5125,i80_05_7_3i,i80_05_7i,c,261
5126,i80_05_7_3_1i,i80_05_7i,h,261
5127,i80_05_7_4i,i80_05_7i,c,261
5128,i80_05_7_4_1i,i80_05_7i,h,261
5129,i80_05_7_5i,i80_05_7i,c,261
5130,i80_05_7_6i,i80_05_7i,c,261
5131,i80_05_7_6_1i,i80_05_7i,h,261
5132,i80_05_7_7i,i80_05_7i,c,261
5133,i80_05_7_8i,i80_05_7i,c,261
5134,i80_05_7_9i,i80_05_7i,c,261
5135,i80_05_7_9_1i,i80_05_7i,h,261
5136,i80_15_9_10i,i80_15_9i,c,262
5137,i80_15_9_10_1i,i80_15_9i,h,262
5138,i80_15_9_10_2i,i80_15_9i,h,262
5139,i80_15_9_10_3i,i80_15_9i,h,262
5140,i80_15_9_11i,i80_15_9i,c,262
5141,i80_15_9_11_1i,i80_15_9i,h,262
5142,i80_15_9_11_2i,i80_15_9i,h,262
5143,i80_15_9_11_3i,i80_15_9i,h,262
5144,i80_15_9_1i,i80_15_9i,o,262
5145,i80_15_9_2i,i80_15_9i,o,262
5146,i80_15_9_2_1i,i80_15_9i,h,262
5147,i80_15_9_3i,i80_15_9i,c,262
5148,i80_15_9_4i,i80_15_9i,c,262
5149,i80_15_9_5i,i80_15_9i,c,262
5150,i80_15_9_5_1i,i80_15_9i,h,262
5151,i80_15_9_6i,i80_15_9i,c,262
5152,i80_15_9_6_1i,i80_15_9i,h,262
5153,i80_15_9_7i,i80_15_9i,c,262
5154,i80_15_9_7_1i,i80_15_9i,h,262
5155,i80_15_9_8i,i80_15_9i,c,262
5156,i80_15_9_8_1i,i80_15_9i,h,262
5157,i80_15_9_9i,i80_15_9i,c,262
5158,i80_15_9_9_1i,i80_15_9i,h,262
5159,i80_62_6_1i,i80_62_6i,o,263
5160,i80_62_6_2i,i80_62_6i,c,263
5161,i80_62_6_3i,i80_62_6i,o,263
5162,i80_62_6_4i,i80_62_6i,c,263
5163,i80_62_6_4_1i,i80_62_6i,h,263
5164,i80_62_6_4_2i,i80_62_6i,h,263
5165,i80_62_6_4_3i,i80_62_6i,h,263
5166,i80_62_6_5i,i80_62_6i,c,263
5167,i80_62_6_6i,i80_62_6i,c,263
5168,i80_62_6_6_1i,i80_62_6i,h,263
5169,i80_62_6_6_2i,i80_62_6i,h,263
5170,i80_62_6_7i,i80_62_6i,c,263
5171,i80_62_6_7_1i,i80_62_6i,h,263
5172,i80_62_6_7_2i,i80_62_6i,h,263
5173,i80_62_6_7_3i,i80_62_6i,h,263
5174,i81_07_2_10i,i81_07_2i,c,264
5175,i81_07_2_10_1i,i81_07_2i,h,264
5176,i81_07_2_11i,i81_07_2i,c,264
5177,i81_07_2_11_1i,i81_07_2i,h,264
5178,i81_07_2_12i,i81_07_2i,c,264
5179,i81_07_2_1i,i81_07_2i,o,264
5180,i81_07_2_2i,i81_07_2i,c,264
5181,i81_07_2_3i,i81_07_2i,n,264
5182,i81_07_2_3_1i,i81_07_2i,h,264
5183,i81_07_2_4i,i81_07_2i,s,264
5184,i81_07_2_5i,i81_07_2i,o,264
5185,i81_07_2_6i,i81_07_2i,o,264
5186,i81_07_2_7i,i81_07_2i,c,264
5187,i81_07_2_8i,i81_07_2i,c,264
5188,i81_07_2_8_1i,i81_07_2i,h,264
5189,i81_07_2_9i,i81_07_2i,c,264
5190,i81_07_2_9_1i,i81_07_2i,h,264
5191,i81_81_2_10i,i81_81_2i,c,265
5192,i81_81_2_10_1i,i81_81_2i,h,265
5193,i81_81_2_11i,i81_81_2i,c,265
5194,i81_81_2_11_1i,i81_81_2i,h,265
5195,i81_81_2_12i,i81_81_2i,c,265
5196,i81_81_2_12_1i,i81_81_2i,h,265
5197,i81_81_2_13i,i81_81_2i,c,265
5198,i81_81_2_13_1i,i81_81_2i,h,265
5199,i81_81_2_14i,i81_81_2i,c,265
5200,i81_81_2_14_1i,i81_81_2i,h,265
5201,i81_81_2_15i,i81_81_2i,c,265
5202,i81_81_2_15_1i,i81_81_2i,h,265
5203,i81_81_2_15_2i,i81_81_2i,h,265
5204,i81_81_2_16i,i81_81_2i,c,265
5205,i81_81_2_17i,i81_81_2i,o,265
5206,i81_81_2_18i,i81_81_2i,c,265
5207,i81_81_2_18_1i,i81_81_2i,h,265
5208,i81_81_2_18_2i,i81_81_2i,h,265
5209,i81_81_2_18_3i,i81_81_2i,h,265
5210,i81_81_2_19i,i81_81_2i,c,265
5211,i81_81_2_1i,i81_81_2i,c,265
5212,i81_81_2_1_1i,i81_81_2i,h,265
5213,i81_81_2_20i,i81_81_2i,o,265
5214,i81_81_2_21i,i81_81_2i,o,265
5215,i81_81_2_22i,i81_81_2i,c,265
5216,i81_81_2_23i,i81_81_2i,c,265
5217,i81_81_2_23_1i,i81_81_2i,h,265
5218,i81_81_2_2i,i81_81_2i,c,265
5219,i81_81_2_2_1i,i81_81_2i,h,265
5220,i81_81_2_3i,i81_81_2i,c,265
5221,i81_81_2_3_1i,i81_81_2i,h,265
5222,i81_81_2_4i,i81_81_2i,c,265
5223,i81_81_2_5i,i81_81_2i,c,265
5224,i81_81_2_6i,i81_81_2i,o,265
5225,i81_81_2_6_1i,i81_81_2i,h,265
5226,i81_81_2_7i,i81_81_2i,c,265
5227,i81_81_2_8i,i81_81_2i,c,265
5228,i81_81_2_8_1i,i81_81_2i,h,265
5229,i81_81_2_9i,i81_81_2i,c,265
5230,i82_28_0_10i,i82_28_0i,c,266
5231,i82_28_0_11i,i82_28_0i,c,266
5232,i82_28_0_11_1i,i82_28_0i,h,266
5233,i82_28_0_12i,i82_28_0i,c,266
5234,i82_28_0_12_1i,i82_28_0i,h,266
5235,i82_28_0_13i,i82_28_0i,c,266
5236,i82_28_0_13_1i,i82_28_0i,h,266
5237,i82_28_0_13_2i,i82_28_0i,h,266
5238,i82_28_0_13_3i,i82_28_0i,h,266
5239,i82_28_0_14i,i82_28_0i,c,266
5240,i82_28_0_14_1i,i82_28_0i,h,266
5241,i82_28_0_15i,i82_28_0i,c,266
5242,i82_28_0_15_1i,i82_28_0i,h,266
5243,i82_28_0_16i,i82_28_0i,c,266
5244,i82_28_0_16_1i,i82_28_0i,h,266
5245,i82_28_0_17i,i82_28_0i,c,266
5246,i82_28_0_17_1i,i82_28_0i,h,266
5247,i82_28_0_18i,i82_28_0i,c,266
5248,i82_28_0_1i,i82_28_0i,o,266
5249,i82_28_0_2i,i82_28_0i,c,266
5250,i82_28_0_3i,i82_28_0i,c,266
5251,i82_28_0_4i,i82_28_0i,c,266
5252,i82_28_0_5i,i82_28_0i,c,266
5253,i82_28_0_6i,i82_28_0i,o,266
5254,i82_28_0_7i,i82_28_0i,c,266
5255,i82_28_0_8i,i82_28_0i,c,266
5256,i82_28_0_9i,i82_28_0i,n,266
5257,i82_28_0_9_1i,i82_28_0i,h,266
5258,i82_28_0_9_2i,i82_28_0i,h,266
5259,i82_68_8_10i,i82_68_8i,cl,267
5260,i82_68_8_11i,i82_68_8i,cl,267
5261,i82_68_8_12i,i82_68_8i,cl,267
5262,i82_68_8_13i,i82_68_8i,c,267
5263,i82_68_8_14i,i82_68_8i,cl,267
5264,i82_68_8_1i,i82_68_8i,o,267
5265,i82_68_8_2i,i82_68_8i,n,267
5266,i82_68_8_3i,i82_68_8i,o,267
5267,i82_68_8_4i,i82_68_8i,c,267
5268,i82_68_8_5i,i82_68_8i,c,267
5269,i82_68_8_6i,i82_68_8i,c,267
5270,i82_68_8_7i,i82_68_8i,c,267
5271,i82_68_8_8i,i82_68_8i,c,267
5272,i82_68_8_9i,i82_68_8i,cl,267
5273,i83_32_9_10i,i83_32_9i,c,268
5274,i83_32_9_10_1i,i83_32_9i,h,268
5275,i83_32_9_10_2i,i83_32_9i,h,268
5276,i83_32_9_11i,i83_32_9i,c,268
5277,i83_32_9_11_1i,i83_32_9i,h,268
5278,i83_32_9_11_2i,i83_32_9i,h,268
5279,i83_32_9_12i,i83_32_9i,c,268
5280,i83_32_9_1i,i83_32_9i,c,268
5281,i83_32_9_2i,i83_32_9i,c,268
5282,i83_32_9_3i,i83_32_9i,c,268
5283,i83_32_9_3_1i,i83_32_9i,h,268
5284,i83_32_9_4i,i83_32_9i,c,268
5285,i83_32_9_4_1i,i83_32_9i,h,268
5286,i83_32_9_5i,i83_32_9i,c,268
5287,i83_32_9_5_1i,i83_32_9i,h,268
5288,i83_32_9_6i,i83_32_9i,c,268
5289,i83_32_9_6_1i,i83_32_9i,h,268
5290,i83_32_9_7i,i83_32_9i,c,268
5291,i83_32_9_7_1i,i83_32_9i,h,268
5292,i83_32_9_8i,i83_32_9i,c,268
5293,i83_32_9_8_1i,i83_32_9i,h,268
5294,i83_32_9_9i,i83_32_9i,c,268
5295,i842_07_9_10i,i842_07_9i,c,269
5296,i842_07_9_10_1i,i842_07_9i,h,269
5297,i842_07_9_11i,i842_07_9i,c,269
5298,i842_07_9_12i,i842_07_9i,n,269
5299,i842_07_9_13i,i842_07_9i,n,269
5300,i842_07_9_14i,i842_07_9i,c,269
5301,i842_07_9_15i,i842_07_9i,c,269
5302,i842_07_9_15_1i,i842_07_9i,h,269
5303,i842_07_9_16i,i842_07_9i,c,269
5304,i842_07_9_16_1i,i842_07_9i,h,269
5305,i842_07_9_17i,i842_07_9i,c,269
5306,i842_07_9_17_1i,i842_07_9i,h,269
5307,i842_07_9_18i,i842_07_9i,c,269
5308,i842_07_9_18_1i,i842_07_9i,h,269
5309,i842_07_9_19i,i842_07_9i,c,269
5310,i842_07_9_19_1i,i842_07_9i,h,269
5311,i842_07_9_1i,i842_07_9i,o,269
5312,i842_07_9_1_1i,i842_07_9i,h,269
5313,i842_07_9_2i,i842_07_9i,c,269
5314,i842_07_9_3i,i842_07_9i,c,269
5315,i842_07_9_3_1i,i842_07_9i,h,269
5316,i842_07_9_4i,i842_07_9i,c,269
5317,i842_07_9_4_1i,i842_07_9i,h,269
5318,i842_07_9_5i,i842_07_9i,c,269
5319,i842_07_9_6i,i842_07_9i,c,269
5320,i842_07_9_7i,i842_07_9i,c,269
5321,i842_07_9_7_1i,i842_07_9i,h,269
5322,i842_07_9_8i,i842_07_9i,c,269
5323,i842_07_9_8_1i,i842_07_9i,h,269
5324,i842_07_9_9i,i842_07_9i,c,269
5325,i842_07_9_9_1i,i842_07_9i,h,269
5326,i84_66_2_10i,i84_66_2i,c,270
5327,i84_66_2_10_1i,i84_66_2i,h,270
5328,i84_66_2_11i,i84_66_2i,c,270
5329,i84_66_2_12i,i84_66_2i,o,270
5330,i84_66_2_13i,i84_66_2i,o,270
5331,i84_66_2_14i,i84_66_2i,c,270
5332,i84_66_2_14_1i,i84_66_2i,h,270
5333,i84_66_2_14_2i,i84_66_2i,h,270
5334,i84_66_2_15i,i84_66_2i,c,270
5335,i84_66_2_15_1i,i84_66_2i,h,270
5336,i84_66_2_15_2i,i84_66_2i,h,270
5337,i84_66_2_15_3i,i84_66_2i,h,270
5338,i84_66_2_16i,i84_66_2i,c,270
5339,i84_66_2_16_1i,i84_66_2i,h,270
5340,i84_66_2_1i,i84_66_2i,o,270
5341,i84_66_2_2i,i84_66_2i,c,270
5342,i84_66_2_3i,i84_66_2i,o,270
5343,i84_66_2_4i,i84_66_2i,c,270
5344,i84_66_2_4_1i,i84_66_2i,h,270
5345,i84_66_2_4_2i,i84_66_2i,h,270
5346,i84_66_2_5i,i84_66_2i,c,270
5347,i84_66_2_5_1i,i84_66_2i,h,270
5348,i84_66_2_5_2i,i84_66_2i,h,270
5349,i84_66_2_5_3i,i84_66_2i,h,270
5350,i84_66_2_6i,i84_66_2i,c,270
5351,i84_66_2_7i,i84_66_2i,c,270
5352,i84_66_2_8i,i84_66_2i,c,270
5353,i84_66_2_8_1i,i84_66_2i,h,270
5354,i84_66_2_9i,i84_66_2i,c,270
5355,i84_66_2_9_1i,i84_66_2i,h,270
5356,i84_74_2_10i,i84_74_2i,c,271
5357,i84_74_2_10_1i,i84_74_2i,h,271
5358,i84_74_2_11i,i84_74_2i,c,271
5359,i84_74_2_11_1i,i84_74_2i,h,271
5360,i84_74_2_12i,i84_74_2i,c,271
5361,i84_74_2_12_1i,i84_74_2i,h,271
