id,molecule_id,activity,mweight,atom_id,type,bond_types,rela_atom_id,group_id,group_type,logp
240,i76_13_1i,8.77648,187.375,i76_13_1_1i|i76_13_1_2i|i76_13_1_3i|i76_13_1_4i|i76_13_1_5i|i76_13_1_6i|i76_13_1_7i|i76_13_1_8i,c|cl|f,1,i76_13_1_2i|i76_13_1_3i|i76_13_1_4i|i76_13_1_8i|i76_13_1_5i|i76_13_1_6i|i76_13_1_7i,g831|g832|g833|g834|g835|g836,alkyl_halide,3.09
241,i76_44_8i,6.87057,373.32,i76_44_8_10i|i76_44_8_11i|i76_44_8_12i|i76_44_8_13i|i76_44_8_14i|i76_44_8_15i|i76_44_8_16i|i76_44_8_17i|i76_44_8_1i|i76_44_8_2_1i|i76_44_8_2i|i76_44_8_3_1i|i76_44_8_3i|i76_44_8_4_1i|i76_44_8_4i|i76_44_8_5_1i|i76_44_8_5i|i76_44_8_6_1i|i76_44_8_6i|i76_44_8_7i|i76_44_8_8i|i76_44_8_9i,c|cl|h,1|1|2,i76_44_8_10i|i76_44_8_17i|i76_44_8_11i|i76_44_8_12i|i76_44_8_12i|i76_44_8_5_1i|i76_44_8_6i|i76_44_8_13i|i76_44_8_14i|i76_44_8_14i|i76_44_8_8i|i76_44_8_9i|i76_44_8_15i|i76_44_8_16i|i76_44_8_2_1i|i76_44_8_3i|i76_44_8_6i|i76_44_8_2i|i76_44_8_3_1i|i76_44_8_4i|i76_44_8_4_1i|i76_44_8_5i|i76_44_8_6_1i|i76_44_8_7i,g1306|g1552|g1666|g1668|g1724|g1726|g1306|g1552|g1667|g1668|g1725|g1726|g1306|g1552|g1667|g1725|g1666|g1724|g1667|g1668|g1725|g1726|g837|g838|g839|g840|g841|g842|g843,alkyl_halide|five_ring|non_ar_5c_ring|five_ring|non_ar_5c_ring|non_ar_6c_ring|six_ring,6.21
242,i765_34_4i,6.04025,72.0626,i765_34_4_1i|i765_34_4_2_1i|i765_34_4_2i|i765_34_4_3_1i|i765_34_4_3i|i765_34_4_4_1i|i765_34_4_4_2i|i765_34_4_4i|i765_34_4_5i,c|h|o,1|2,i765_34_4_2_1i|i765_34_4_3i|i765_34_4_2i|i765_34_4_3_1i|i765_34_4_4i|i765_34_4_5i|i765_34_4_4_1i|i765_34_4_4_2i|i765_34_4_5i,g450|g993,aldehyde|epoxy,-0.12
243,i77_47_4i,6.04025,272.773,i77_47_4_10i|i77_47_4_11i|i77_47_4_1i|i77_47_4_2i|i77_47_4_3i|i77_47_4_4i|i77_47_4_5i|i77_47_4_6i|i77_47_4_7i|i77_47_4_8i|i77_47_4_9i,c|cl,1|1|2,i77_47_4_10i|i77_47_4_9i|i77_47_4_11i|i77_47_4_2i|i77_47_4_8i|i77_47_4_3i|i77_47_4_7i|i77_47_4_4i|i77_47_4_6i|i77_47_4_5i|i77_47_4_8i,g1669|g1727|g844|g845|g846|g847|g848|g849,alkyl_halide|five_ring|non_ar_5c_ring,4.63
244,i77_78_1i,6.04025,126.131,i77_78_1_1i|i77_78_1_2i|i77_78_1_3i|i77_78_1_4i|i77_78_1_5_1i|i77_78_1_5_2i|i77_78_1_5_3i|i77_78_1_5i|i77_78_1_6i|i77_78_1_7_1i|i77_78_1_7_2i|i77_78_1_7_3i|i77_78_1_7i,c|h|o|s,1|1|2|2,i77_78_1_2i|i77_78_1_3i|i77_78_1_4i|i77_78_1_6i|i77_78_1_5_1i|i77_78_1_5_2i|i77_78_1_5_3i|i77_78_1_5i|i77_78_1_7_1i|i77_78_1_7_2i|i77_78_1_7_3i|i77_78_1_7i,g304|g304|g4|g305|g305|g5|g4|g5,methoxy|methoxy|sulfo|sulfo,0.16
245,i78_00_2i,6.04025,323.446,i78_00_2_1_1i|i78_00_2_1_2i|i78_00_2_1_3i|i78_00_2_1i|i78_00_2_2_1i|i78_00_2_2_2i|i78_00_2_2i|i78_00_2_3i|i78_00_2_4_1i|i78_00_2_4_2i|i78_00_2_4i|i78_00_2_5_1i|i78_00_2_5_2i|i78_00_2_5_3i|i78_00_2_5i|i78_00_2_6_1i|i78_00_2_6_2i|i78_00_2_6i|i78_00_2_7_1i|i78_00_2_7_2i|i78_00_2_7_3i|i78_00_2_7i|i78_00_2_8_1i|i78_00_2_8_2i|i78_00_2_8i|i78_00_2_9_1i|i78_00_2_9_2i|i78_00_2_9_3i|i78_00_2_9i,c|h|pb,1,i78_00_2_1_1i|i78_00_2_1_2i|i78_00_2_1_3i|i78_00_2_2i|i78_00_2_2_1i|i78_00_2_2_2i|i78_00_2_3i|i78_00_2_4_1i|i78_00_2_4_2i|i78_00_2_5i|i78_00_2_4i|i78_00_2_6i|i78_00_2_8i|i78_00_2_5_1i|i78_00_2_5_2i|i78_00_2_5_3i|i78_00_2_6_1i|i78_00_2_6_2i|i78_00_2_7i|i78_00_2_7_1i|i78_00_2_7_2i|i78_00_2_7_3i|i78_00_2_8_1i|i78_00_2_8_2i|i78_00_2_9i|i78_00_2_9_1i|i78_00_2_9_2i|i78_00_2_9_3i,g210|g211|g212|g213,methyl,4.88
246,i78_59_1i,6.04025,138.209,i78_59_1_10_1i|i78_59_1_10_2i|i78_59_1_10i|i78_59_1_1i|i78_59_1_2i|i78_59_1_3_1i|i78_59_1_3i|i78_59_1_4i|i78_59_1_5_1i|i78_59_1_5_2i|i78_59_1_5i|i78_59_1_6i|i78_59_1_7_1i|i78_59_1_7_2i|i78_59_1_7_3i|i78_59_1_7i|i78_59_1_8_1i|i78_59_1_8_2i|i78_59_1_8_3i|i78_59_1_8i|i78_59_1_9_1i|i78_59_1_9_2i|i78_59_1_9_3i|i78_59_1_9i,c|h|o,1|1|2|2,i78_59_1_10_1i|i78_59_1_10_2i|i78_59_1_10i|i78_59_1_3i|i78_59_1_10i|i78_59_1_7i|i78_59_1_8i|i78_59_1_2i|i78_59_1_3_1i|i78_59_1_4i|i78_59_1_5_1i|i78_59_1_5_2i|i78_59_1_6i|i78_59_1_5i|i78_59_1_9i|i78_59_1_7_1i|i78_59_1_7_2i|i78_59_1_7_3i|i78_59_1_8_1i|i78_59_1_8_2i|i78_59_1_8_3i|i78_59_1_9_1i|i78_59_1_9_2i|i78_59_1_9_3i,g1307|g1553|g214|g215|g216,methyl|non_ar_6c_ring|six_ring,2.62
247,i78_79_5i,6.04025,68.1182,i78_79_5_1i|i78_79_5_2_1i|i78_79_5_2i|i78_79_5_3_1i|i78_79_5_3_2i|i78_79_5_3i|i78_79_5_4_1i|i78_79_5_4_2i|i78_79_5_4i|i78_79_5_5_1i|i78_79_5_5_2i|i78_79_5_5_3i|i78_79_5_5i,c|h,1|1|2,i78_79_5_2_1i|i78_79_5_3i|i78_79_5_2i|i78_79_5_4i|i78_79_5_5i|i78_79_5_3_1i|i78_79_5_3_2i|i78_79_5_4_1i|i78_79_5_4_2i|i78_79_5_5_1i|i78_79_5_5_2i|i78_79_5_5_3i,g217,methyl,2.58
248,i78_83_1i,4.68213,74.122,i78_83_1_1_1i|i78_83_1_1i|i78_83_1_2_1i|i78_83_1_2_2i|i78_83_1_2i|i78_83_1_3_1i|i78_83_1_3i|i78_83_1_4_1i|i78_83_1_4_2i|i78_83_1_4_3i|i78_83_1_4i|i78_83_1_5_1i|i78_83_1_5_2i|i78_83_1_5_3i|i78_83_1_5i,c|h|o,1,i78_83_1_1_1i|i78_83_1_2i|i78_83_1_2_1i|i78_83_1_2_2i|i78_83_1_3i|i78_83_1_3_1i|i78_83_1_4i|i78_83_1_5i|i78_83_1_4_1i|i78_83_1_4_2i|i78_83_1_4_3i|i78_83_1_5_1i|i78_83_1_5_2i|i78_83_1_5_3i,g218|g219|g519,alcohol|methyl,0.77
249,i78_84_2i,4.56435,72.1062,i78_84_2_1i|i78_84_2_2_1i|i78_84_2_2i|i78_84_2_3_1i|i78_84_2_3i|i78_84_2_4_1i|i78_84_2_4_2i|i78_84_2_4_3i|i78_84_2_4i|i78_84_2_5_1i|i78_84_2_5_2i|i78_84_2_5_3i|i78_84_2_5i,c|h|o,1|2,i78_84_2_2_1i|i78_84_2_3i|i78_84_2_2i|i78_84_2_3_1i|i78_84_2_4i|i78_84_2_5i|i78_84_2_4_1i|i78_84_2_4_2i|i78_84_2_4_3i|i78_84_2_5_1i|i78_84_2_5_2i|i78_84_2_5_3i,g220|g221|g451,aldehyde|methyl,0.74
250,i78_87_5i,9.76835,112.986,i78_87_5_1i|i78_87_5_2_1i|i78_87_5_2_2i|i78_87_5_2i|i78_87_5_3_1i|i78_87_5_3i|i78_87_5_4i|i78_87_5_5_1i|i78_87_5_5_2i|i78_87_5_5_3i|i78_87_5_5i,c|cl|h,1,i78_87_5_2_1i|i78_87_5_2_2i|i78_87_5_3i|i78_87_5_2i|i78_87_5_3_1i|i78_87_5_4i|i78_87_5_5i|i78_87_5_5_1i|i78_87_5_5_2i|i78_87_5_5_3i,g222|g850|g851,alkyl_halide|methyl,2.25
251,i78_92_2i,4.56435,74.122,i78_92_2_1_1i|i78_92_2_1i|i78_92_2_2_1i|i78_92_2_2i|i78_92_2_3_1i|i78_92_2_3_2i|i78_92_2_3i|i78_92_2_4_1i|i78_92_2_4_2i|i78_92_2_4_3i|i78_92_2_4i|i78_92_2_5_1i|i78_92_2_5_2i|i78_92_2_5_3i|i78_92_2_5i,c|h|o,1,i78_92_2_1_1i|i78_92_2_2i|i78_92_2_2_1i|i78_92_2_3i|i78_92_2_5i|i78_92_2_3_1i|i78_92_2_3_2i|i78_92_2_4i|i78_92_2_4_1i|i78_92_2_4_2i|i78_92_2_4_3i|i78_92_2_5_1i|i78_92_2_5_2i|i78_92_2_5_3i,g223|g224|g520,alcohol|methyl,0.77
252,i78_93_3i,4.56435,72.1062,i78_93_3_1i|i78_93_3_2i|i78_93_3_3_1i|i78_93_3_3_2i|i78_93_3_3i|i78_93_3_4_1i|i78_93_3_4_2i|i78_93_3_4_3i|i78_93_3_4i|i78_93_3_5_1i|i78_93_3_5_2i|i78_93_3_5_3i|i78_93_3_5i,c|h|o,1|2,i78_93_3_2i|i78_93_3_3_1i|i78_93_3_3_2i|i78_93_3_4i|i78_93_3_3i|i78_93_3_5i|i78_93_3_4_1i|i78_93_3_4_2i|i78_93_3_4_3i|i78_93_3_5_1i|i78_93_3_5_2i|i78_93_3_5_3i,g225|g226|g457,ketone|methyl,0.26
253,i79_00_5i,8.78569,133.405,i79_00_5_1i|i79_00_5_2_1i|i79_00_5_2_2i|i79_00_5_2i|i79_00_5_3_1i|i79_00_5_3i|i79_00_5_4i|i79_00_5_5i,c|cl|h,1,i79_00_5_2_1i|i79_00_5_2_2i|i79_00_5_3i|i79_00_5_2i|i79_00_5_3_1i|i79_00_5_4i|i79_00_5_5i,g852|g853|g854,alkyl_halide,2.01
254,i79_01_6i,8.77648,131.389,i79_01_6_1i|i79_01_6_2_1i|i79_01_6_2i|i79_01_6_3i|i79_01_6_4i|i79_01_6_5i,c|cl|h,1|1|2,i79_01_6_2_1i|i79_01_6_3i|i79_01_6_2i|i79_01_6_4i|i79_01_6_5i,g855|g856|g857,alkyl_halide,2.47
255,i79_10_7i,4.56435,72.0626,i79_10_7_1i|i79_10_7_2i|i79_10_7_3_1i|i79_10_7_3i|i79_10_7_4_1i|i79_10_7_4i|i79_10_7_5_1i|i79_10_7_5_2i|i79_10_7_5i,c|h|o,1|1|2|2,i79_10_7_2i|i79_10_7_3_1i|i79_10_7_3i|i79_10_7_4i|i79_10_7_4_1i|i79_10_7_5i|i79_10_7_5_1i|i79_10_7_5_2i,g560,carboxylic_acid,0.44
256,i79_11_8i,4.56435,94.4967,i79_11_8_1i|i79_11_8_2i|i79_11_8_3_1i|i79_11_8_3i|i79_11_8_4_1i|i79_11_8_4_2i|i79_11_8_4i|i79_11_8_5i,c|cl|h|o,1|2,i79_11_8_2i|i79_11_8_3_1i|i79_11_8_3i|i79_11_8_4i|i79_11_8_4_1i|i79_11_8_4_2i|i79_11_8_5i,g561|g858,alkyl_halide|carboxylic_acid,0.34
257,i79_21_0i,4.56435,76.0506,i79_21_0_1i|i79_21_0_2i|i79_21_0_3i|i79_21_0_4_1i|i79_21_0_4i|i79_21_0_5_1i|i79_21_0_5_2i|i79_21_0_5_3i|i79_21_0_5i,c|h|o,1|2,i79_21_0_2i|i79_21_0_3i|i79_21_0_5i|i79_21_0_4_1i|i79_21_0_4i|i79_21_0_5_1i|i79_21_0_5_2i|i79_21_0_5_3i,g227,methyl,-1.07
258,i79_34_5i,7.82244,167.85,i79_34_5_1_1i|i79_34_5_1i|i79_34_5_2_1i|i79_34_5_2i|i79_34_5_3i|i79_34_5_4i|i79_34_5_5i|i79_34_5_6i,c|cl|h,1,i79_34_5_1_1i|i79_34_5_2i|i79_34_5_5i|i79_34_5_6i|i79_34_5_2_1i|i79_34_5_3i|i79_34_5_4i,g859|g860|g861|g862,alkyl_halide,2.19
259,i79_44_7i,6.04025,107.539,i79_44_7_1i|i79_44_7_2i|i79_44_7_3i|i79_44_7_4_1i|i79_44_7_4_2i|i79_44_7_4_3i|i79_44_7_4i|i79_44_7_5_1i|i79_44_7_5_2i|i79_44_7_5_3i|i79_44_7_5i|i79_44_7_6i,c|cl|h|n|o,1|2,i79_44_7_2i|i79_44_7_3i|i79_44_7_6i|i79_44_7_4_1i|i79_44_7_4_2i|i79_44_7_4_3i|i79_44_7_4i|i79_44_7_5i|i79_44_7_5_1i|i79_44_7_5_2i|i79_44_7_5_3i,g228|g229|g419|g638|g638|g863,alkyl_halide|amide|amide|amine|methyl,-0.72
260,i79_46_9i,7.82244,89.0933,i79_46_9_1i|i79_46_9_2i|i79_46_9_3i|i79_46_9_4_1i|i79_46_9_4i|i79_46_9_5_1i|i79_46_9_5_2i|i79_46_9_5_3i|i79_46_9_5i|i79_46_9_6_1i|i79_46_9_6_2i|i79_46_9_6_3i|i79_46_9_6i,c|h|n|o,1|1|2|2,i79_46_9_2i|i79_46_9_3i|i79_46_9_4i|i79_46_9_4_1i|i79_46_9_5i|i79_46_9_6i|i79_46_9_5_1i|i79_46_9_5_2i|i79_46_9_5_3i|i79_46_9_6_1i|i79_46_9_6_2i|i79_46_9_6_3i,g230|g231|g34,methyl|nitro,0.87
261,i80_05_7i,7.6834,228.289,i80_05_7_1_1i|i80_05_7_10_1i|i80_05_7_10i|i80_05_7_11i|i80_05_7_12_1i|i80_05_7_12i|i80_05_7_13_1i|i80_05_7_13i|i80_05_7_14_1i|i80_05_7_14i|i80_05_7_15_1i|i80_05_7_15_2i|i80_05_7_15_3i|i80_05_7_15i|i80_05_7_16_1i|i80_05_7_16_2i|i80_05_7_16_3i|i80_05_7_16i|i80_05_7_17_1i|i80_05_7_17i|i80_05_7_1i|i80_05_7_2i|i80_05_7_3_1i|i80_05_7_3i|i80_05_7_4_1i|i80_05_7_4i|i80_05_7_5i|i80_05_7_6_1i|i80_05_7_6i|i80_05_7_7i|i80_05_7_8i|i80_05_7_9_1i|i80_05_7_9i,c|h|o,1|1|7|7,i80_05_7_1_1i|i80_05_7_2i|i80_05_7_10_1i|i80_05_7_11i|i80_05_7_10i|i80_05_7_9_1i|i80_05_7_12_1i|i80_05_7_12i|i80_05_7_13i|i80_05_7_13_1i|i80_05_7_14i|i80_05_7_14_1i|i80_05_7_14i|i80_05_7_9i|i80_05_7_15_1i|i80_05_7_15_2i|i80_05_7_15_3i|i80_05_7_15i|i80_05_7_16i|i80_05_7_8i|i80_05_7_16_1i|i80_05_7_16_2i|i80_05_7_16_3i|i80_05_7_17_1i|i80_05_7_17i|i80_05_7_3i|i80_05_7_17i|i80_05_7_6_1i|i80_05_7_3_1i|i80_05_7_4i|i80_05_7_4_1i|i80_05_7_5i|i80_05_7_6i|i80_05_7_7i,g1197|g1554|g1198|g1555|g232|g233|g540|g541,benzene|six_ring|methyl|phenol,3.64
262,i80_15_9i,6.04025,152.192,i80_15_9_10_1i|i80_15_9_10_2i|i80_15_9_10_3i|i80_15_9_10i|i80_15_9_11_1i|i80_15_9_11_2i|i80_15_9_11_3i|i80_15_9_11i|i80_15_9_1i|i80_15_9_2_1i|i80_15_9_2i|i80_15_9_3i|i80_15_9_4i|i80_15_9_5_1i|i80_15_9_5i|i80_15_9_6_1i|i80_15_9_6i|i80_15_9_7_1i|i80_15_9_7i|i80_15_9_8_1i|i80_15_9_8i|i80_15_9_9_1i|i80_15_9_9i,c|h|o,1|1|7|7,i80_15_9_10_1i|i80_15_9_10_2i|i80_15_9_10_3i|i80_15_9_10i|i80_15_9_11i|i80_15_9_4i|i80_15_9_11_1i|i80_15_9_11_2i|i80_15_9_11_3i|i80_15_9_2_1i|i80_15_9_2i|i80_15_9_3i|i80_15_9_5_1i|i80_15_9_6i|i80_15_9_5i|i80_15_9_9i|i80_15_9_6_1i|i80_15_9_7i|i80_15_9_7_1i|i80_15_9_8i|i80_15_9_8_1i|i80_15_9_9i|i80_15_9_9_1i,g1199|g1556|g234|g235,benzene|six_ring|methyl,2.16
263,i80_62_6i,6.04025,100.116,i80_62_6_1i|i80_62_6_2i|i80_62_6_3i|i80_62_6_4_1i|i80_62_6_4_2i|i80_62_6_4_3i|i80_62_6_4i|i80_62_6_5i|i80_62_6_6_1i|i80_62_6_6_2i|i80_62_6_6i|i80_62_6_7_1i|i80_62_6_7_2i|i80_62_6_7_3i|i80_62_6_7i,c|h|o,1|1|2|2,i80_62_6_2i|i80_62_6_3i|i80_62_6_5i|i80_62_6_4_1i|i80_62_6_4_2i|i80_62_6_4_3i|i80_62_6_4i|i80_62_6_6_1i|i80_62_6_6_2i|i80_62_6_6i|i80_62_6_7i|i80_62_6_7_1i|i80_62_6_7_2i|i80_62_6_7_3i,g236|g306|g306|g597|g597,ester|ester|methoxy|methoxy|methyl,1.28
264,i81_07_2i,6.04025,183.186,i81_07_2_10_1i|i81_07_2_10i|i81_07_2_11_1i|i81_07_2_11i|i81_07_2_12i|i81_07_2_1i|i81_07_2_2i|i81_07_2_3_1i|i81_07_2_3i|i81_07_2_4i|i81_07_2_5i|i81_07_2_6i|i81_07_2_7i|i81_07_2_8_1i|i81_07_2_8i|i81_07_2_9_1i|i81_07_2_9i,c|h|n|o|s,1|1|2|1|7|2|7,i81_07_2_10_1i|i81_07_2_11i|i81_07_2_10i|i81_07_2_9_1i|i81_07_2_11_1i|i81_07_2_12i|i81_07_2_12i|i81_07_2_3i|i81_07_2_12i|i81_07_2_8i|i81_07_2_2i|i81_07_2_3_1i|i81_07_2_4i|i81_07_2_5i|i81_07_2_6i|i81_07_2_7i|i81_07_2_8_1i|i81_07_2_9i,g1200|g1557|g1200|g1557|g1728|g1728|g420|g639|g1728|g6|g1728|g639|g420|g6|g639,amide|amide|amine|five_ring|amide|five_ring|amine|benzene|five_ring|six_ring|benzene|six_ring|five_ring|sulfo|sulfo,0.45
265,i81_81_2i,6.04025,308.331,i81_81_2_1_1i|i81_81_2_10_1i|i81_81_2_10i|i81_81_2_11_1i|i81_81_2_11i|i81_81_2_12_1i|i81_81_2_12i|i81_81_2_13_1i|i81_81_2_13i|i81_81_2_14_1i|i81_81_2_14i|i81_81_2_15_1i|i81_81_2_15_2i|i81_81_2_15i|i81_81_2_16i|i81_81_2_17i|i81_81_2_18_1i|i81_81_2_18_2i|i81_81_2_18_3i|i81_81_2_18i|i81_81_2_19i|i81_81_2_1i|i81_81_2_2_1i|i81_81_2_20i|i81_81_2_21i|i81_81_2_22i|i81_81_2_23_1i|i81_81_2_23i|i81_81_2_2i|i81_81_2_3_1i|i81_81_2_3i|i81_81_2_4i|i81_81_2_5i|i81_81_2_6_1i|i81_81_2_6i|i81_81_2_7i|i81_81_2_8_1i|i81_81_2_8i|i81_81_2_9i,c|h|o,1|1|2|1|7|7,i81_81_2_1_1i|i81_81_2_23i|i81_81_2_2i|i81_81_2_10_1i|i81_81_2_11i|i81_81_2_10i|i81_81_2_14i|i81_81_2_11_1i|i81_81_2_12i|i81_81_2_12_1i|i81_81_2_13i|i81_81_2_13_1i|i81_81_2_14i|i81_81_2_14_1i|i81_81_2_15_1i|i81_81_2_15_2i|i81_81_2_16i|i81_81_2_15i|i81_81_2_8_1i|i81_81_2_9i|i81_81_2_17i|i81_81_2_18i|i81_81_2_18_1i|i81_81_2_18_2i|i81_81_2_18_3i|i81_81_2_19i|i81_81_2_8i|i81_81_2_2_1i|i81_81_2_3i|i81_81_2_20i|i81_81_2_21i|i81_81_2_22i|i81_81_2_22i|i81_81_2_5i|i81_81_2_23_1i|i81_81_2_23i|i81_81_2_3_1i|i81_81_2_4i|i81_81_2_6_1i|i81_81_2_6i|i81_81_2_7i,g1201|g1558|g1201|g1558|g1560|g1202|g1559|g1560|g237|g458|g521,alcohol|benzene|six_ring|ketone|methyl|six_ring,2.23
266,i82_28_0i,6.04025,237.257,i82_28_0_10i|i82_28_0_11_1i|i82_28_0_11i|i82_28_0_12_1i|i82_28_0_12i|i82_28_0_13_1i|i82_28_0_13_2i|i82_28_0_13_3i|i82_28_0_13i|i82_28_0_14_1i|i82_28_0_14i|i82_28_0_15_1i|i82_28_0_15i|i82_28_0_16_1i|i82_28_0_16i|i82_28_0_17_1i|i82_28_0_17i|i82_28_0_18i|i82_28_0_1i|i82_28_0_2i|i82_28_0_3i|i82_28_0_4i|i82_28_0_5i|i82_28_0_6i|i82_28_0_7i|i82_28_0_8i|i82_28_0_9_1i|i82_28_0_9_2i|i82_28_0_9i,c|h|n|o,1|1|2|1|7|2|7,i82_28_0_10i|i82_28_0_9i|i82_28_0_11_1i|i82_28_0_12i|i82_28_0_11i|i82_28_0_13i|i82_28_0_12_1i|i82_28_0_18i|i82_28_0_13_1i|i82_28_0_13_2i|i82_28_0_13_3i|i82_28_0_14_1i|i82_28_0_15i|i82_28_0_14i|i82_28_0_5i|i82_28_0_15_1i|i82_28_0_16i|i82_28_0_16_1i|i82_28_0_17i|i82_28_0_17_1i|i82_28_0_17i|i82_28_0_4i|i82_28_0_18i|i82_28_0_3i|i82_28_0_18i|i82_28_0_8i|i82_28_0_2i|i82_28_0_6i|i82_28_0_7i|i82_28_0_9_1i|i82_28_0_9_2i,g1203|g1561|g1203|g1561|g1563|g1204|g1562|g1204|g1562|g1563|g1563|g238|g421,amine|benzene|six_ring|methyl|six_ring,4.07
267,i82_68_8i,9.30055,295.336,i82_68_8_10i|i82_68_8_11i|i82_68_8_12i|i82_68_8_13i|i82_68_8_14i|i82_68_8_1i|i82_68_8_2i|i82_68_8_3i|i82_68_8_4i|i82_68_8_5i|i82_68_8_6i|i82_68_8_7i|i82_68_8_8i|i82_68_8_9i,c|cl|n|o,1|1|2|1|7|2|7,i82_68_8_10i|i82_68_8_8i|i82_68_8_11i|i82_68_8_7i|i82_68_8_12i|i82_68_8_6i|i82_68_8_13i|i82_68_8_5i|i82_68_8_13i|i82_68_8_9i|i82_68_8_14i|i82_68_8_2i|i82_68_8_3i|i82_68_8_4i,g1205|g1564|g35|g953|g954|g955|g956|g957,ar_halide|benzene|six_ring|nitro,5.03
268,i83_32_9i,7.22366,154.211,i83_32_9_10_1i|i83_32_9_10_2i|i83_32_9_10i|i83_32_9_11_1i|i83_32_9_11_2i|i83_32_9_11i|i83_32_9_12i|i83_32_9_1i|i83_32_9_2i|i83_32_9_3_1i|i83_32_9_3i|i83_32_9_4_1i|i83_32_9_4i|i83_32_9_5_1i|i83_32_9_5i|i83_32_9_6_1i|i83_32_9_6i|i83_32_9_7_1i|i83_32_9_7i|i83_32_9_8_1i|i83_32_9_8i|i83_32_9_9i,c|h,1|1|7|7,i83_32_9_10_1i|i83_32_9_10_2i|i83_32_9_11i|i83_32_9_10i|i83_32_9_11_1i|i83_32_9_11_2i|i83_32_9_12i|i83_32_9_12i|i83_32_9_2i|i83_32_9_9i|i83_32_9_12i|i83_32_9_8_1i|i83_32_9_3_1i|i83_32_9_4i|i83_32_9_3i|i83_32_9_6i|i83_32_9_4_1i|i83_32_9_5i|i83_32_9_5_1i|i83_32_9_9i|i83_32_9_6_1i|i83_32_9_7i|i83_32_9_7_1i|i83_32_9_8i,g1206|g1207|g1565|g1566|g1206|g1207|g1565|g1566|g1729|g1206|g1565|g1206|g1565|g1729|g1207|g1566|g1207|g1566|g1729|g1729,benzene|five_ring|six_ring|benzene|six_ring|five_ring,4.15
269,i84_66_2i,6.56244,222.239,i84_66_2_10_1i|i84_66_2_10i|i84_66_2_11i|i84_66_2_12i|i84_66_2_13i|i84_66_2_14_1i|i84_66_2_14_2i|i84_66_2_14i|i84_66_2_15_1i|i84_66_2_15_2i|i84_66_2_15_3i|i84_66_2_15i|i84_66_2_16_1i|i84_66_2_16i|i84_66_2_1i|i84_66_2_2i|i84_66_2_3i|i84_66_2_4_1i|i84_66_2_4_2i|i84_66_2_4i|i84_66_2_5_1i|i84_66_2_5_2i|i84_66_2_5_3i|i84_66_2_5i|i84_66_2_6i|i84_66_2_7i|i84_66_2_8_1i|i84_66_2_8i|i84_66_2_9_1i|i84_66_2_9i,c|h|o,1|1|2|1|7|2|7,i84_66_2_10_1i|i84_66_2_16i|i84_66_2_10i|i84_66_2_9_1i|i84_66_2_11i|i84_66_2_8i|i84_66_2_12i|i84_66_2_13i|i84_66_2_14_1i|i84_66_2_14_2i|i84_66_2_15i|i84_66_2_14i|i84_66_2_15_1i|i84_66_2_15_2i|i84_66_2_15_3i|i84_66_2_16_1i|i84_66_2_16i|i84_66_2_7i|i84_66_2_2i|i84_66_2_3i|i84_66_2_6i|i84_66_2_4_1i|i84_66_2_4_2i|i84_66_2_5i|i84_66_2_4i|i84_66_2_5_1i|i84_66_2_5_2i|i84_66_2_5_3i|i84_66_2_8_1i|i84_66_2_9i,g1208|g1567|g239|g240|g598|g599,benzene|six_ring|ester|methyl,2.65
270,i84_74_2i,5.66296,278.346,i84_74_2_10_1i|i84_74_2_10i|i84_74_2_11_1i|i84_74_2_11i|i84_74_2_12_1i|i84_74_2_12i|i84_74_2_13i|i84_74_2_14i|i84_74_2_15i|i84_74_2_16_1i|i84_74_2_16_2i|i84_74_2_16i|i84_74_2_17_1i|i84_74_2_17_2i|i84_74_2_17i|i84_74_2_18_1i|i84_74_2_18_2i|i84_74_2_18i|i84_74_2_19_1i|i84_74_2_19_2i|i84_74_2_19_3i|i84_74_2_19i|i84_74_2_1i|i84_74_2_20_1i|i84_74_2_20i|i84_74_2_2i|i84_74_2_3i|i84_74_2_4_1i|i84_74_2_4_2i|i84_74_2_4i|i84_74_2_5_1i|i84_74_2_5_2i|i84_74_2_5i|i84_74_2_6_1i|i84_74_2_6_2i|i84_74_2_6i|i84_74_2_7_1i|i84_74_2_7_2i|i84_74_2_7_3i|i84_74_2_7i|i84_74_2_8i|i84_74_2_9i,c|h|o,1|1|2|1|7|2|7,i84_74_2_10_1i|i84_74_2_11i|i84_74_2_10i|i84_74_2_13i|i84_74_2_11_1i|i84_74_2_12i|i84_74_2_12_1i|i84_74_2_20i|i84_74_2_14i|i84_74_2_15i|i84_74_2_16_1i|i84_74_2_16_2i|i84_74_2_17i|i84_74_2_16i|i84_74_2_17_1i|i84_74_2_17_2i|i84_74_2_18i|i84_74_2_18_1i|i84_74_2_18_2i|i84_74_2_19i|i84_74_2_19_1i|i84_74_2_19_2i|i84_74_2_19_3i|i84_74_2_20_1i|i84_74_2_20i|i84_74_2_9i|i84_74_2_2i|i84_74_2_3i|i84_74_2_8i|i84_74_2_4_1i|i84_74_2_4_2i|i84_74_2_5i|i84_74_2_4i|i84_74_2_5_1i|i84_74_2_5_2i|i84_74_2_6i|i84_74_2_6_1i|i84_74_2_6_2i|i84_74_2_7i|i84_74_2_7_1i|i84_74_2_7_2i|i84_74_2_7_3i,g1209|g1568|g241|g242|g600|g601,benzene|six_ring|ester|methyl,4.61
