id,atom_id,group_id,fpk_group_id,fpk_atom_id
4902,i75_69_4_4i,g823,1542,4816
4903,i75_69_4_5i,g824,1543,4817
4904,i75_71_8_1i,g825,1544,4818
4905,i75_71_8_3i,g826,1545,4820
4906,i75_71_8_4i,g827,1546,4821
4907,i75_71_8_5i,g828,1547,4822
4908,i75_99_0_1i,g559,1248,4823
4909,i75_99_0_2i,g559,1248,4824
4910,i75_99_0_3i,g559,1248,4825
4911,i75_99_0_3_1i,g559,1248,4826
4912,i75_99_0_5i,g829,1548,4828
4913,i75_99_0_6i,g830,1550,4829
4914,i75_99_0_7i,g208,859,4830
4915,i75_99_0_7_1i,g208,859,4831
4916,i75_99_0_7_2i,g208,859,4832
4917,i75_99_0_7_3i,g208,859,4833
4918,i765_34_4_1i,g450,1128,4834
4919,i765_34_4_2i,g450,1128,4835
4920,i765_34_4_2_1i,g450,1128,4836
4921,i765_34_4_3i,g993,1730,4837
4922,i765_34_4_4i,g993,1730,4839
4923,i765_34_4_5i,g993,1730,4842
4924,i76_13_1_1i,g831,1551,4843
4925,i76_13_1_3i,g832,1552,4845
4926,i76_13_1_5i,g833,1553,4847
4927,i76_13_1_6i,g834,1554,4848
4928,i76_13_1_7i,g835,1555,4849
4929,i76_13_1_8i,g836,1556,4850
4930,i76_44_8_10i,g1306,344,4851
4931,i76_44_8_10i,g1552,617,4851
4932,i76_44_8_10i,g1667,744,4851
4933,i76_44_8_10i,g1725,809,4851
4934,i76_44_8_11i,g839,1559,4852
4935,i76_44_8_12i,g1306,344,4853
4936,i76_44_8_12i,g1552,617,4853
4937,i76_44_8_12i,g1667,744,4853
4938,i76_44_8_12i,g1668,745,4853
4939,i76_44_8_12i,g1725,809,4853
4940,i76_44_8_12i,g1726,810,4853
4941,i76_44_8_13i,g840,1561,4854
4942,i76_44_8_14i,g1667,744,4855
4943,i76_44_8_14i,g1668,745,4855
4944,i76_44_8_14i,g1725,809,4855
4945,i76_44_8_14i,g1726,810,4855
4946,i76_44_8_15i,g841,1562,4856
4947,i76_44_8_16i,g842,1563,4857
4948,i76_44_8_17i,g843,1564,4858
4949,i76_44_8_1i,g837,1557,4859
4950,i76_44_8_2i,g1666,743,4860
4951,i76_44_8_2i,g1724,808,4860
4952,i76_44_8_3i,g1666,743,4862
4953,i76_44_8_3i,g1724,808,4862
4954,i76_44_8_4i,g1666,743,4864
4955,i76_44_8_4i,g1724,808,4864
4956,i76_44_8_5i,g1306,344,4866
4957,i76_44_8_5i,g1552,617,4866
4958,i76_44_8_5i,g1666,743,4866
4959,i76_44_8_5i,g1668,745,4866
4960,i76_44_8_5i,g1724,808,4866
4961,i76_44_8_5i,g1726,810,4866
4962,i76_44_8_6i,g1306,344,4868
4963,i76_44_8_6i,g1552,617,4868
4964,i76_44_8_6i,g1666,743,4868
4965,i76_44_8_6i,g1668,745,4868
4966,i76_44_8_6i,g1724,808,4868
4967,i76_44_8_6i,g1726,810,4868
4968,i76_44_8_7i,g1306,344,4870
4969,i76_44_8_7i,g1552,617,4870
4970,i76_44_8_7i,g1667,744,4870
4971,i76_44_8_7i,g1668,745,4870
4972,i76_44_8_7i,g1725,809,4870
4973,i76_44_8_7i,g1726,810,4870
4974,i76_44_8_8i,g838,1558,4871
4975,i76_44_8_9i,g1306,344,4872
4976,i76_44_8_9i,g1552,617,4872
4977,i76_44_8_9i,g1667,744,4872
4978,i76_44_8_9i,g1725,809,4872
4979,i77_47_4_10i,g848,1569,4873
4980,i77_47_4_11i,g849,1570,4874
4981,i77_47_4_1i,g1669,746,4875
4982,i77_47_4_1i,g1727,811,4875
4983,i77_47_4_2i,g1669,746,4876
4984,i77_47_4_2i,g1727,811,4876
4985,i77_47_4_3i,g1669,746,4877
4986,i77_47_4_3i,g1727,811,4877
4987,i77_47_4_4i,g1669,746,4878
4988,i77_47_4_4i,g1727,811,4878
4989,i77_47_4_5i,g844,1565,4879
4990,i77_47_4_6i,g845,1566,4880
4991,i77_47_4_7i,g846,1567,4881
4992,i77_47_4_8i,g1669,746,4882
4993,i77_47_4_8i,g1727,811,4882
4994,i77_47_4_9i,g847,1568,4883
4995,i77_78_1_1i,g4,1071,4884
4996,i77_78_1_1i,g5,1182,4884
4997,i77_78_1_2i,g4,1071,4885
4998,i77_78_1_2i,g5,1182,4885
4999,i77_78_1_3i,g4,1071,4886
5000,i77_78_1_3i,g5,1182,4886
5001,i77_78_1_4i,g304,966,4887
5002,i77_78_1_4i,g4,1071,4887
5003,i77_78_1_5i,g304,966,4888
5004,i77_78_1_5_1i,g304,966,4889
5005,i77_78_1_5_2i,g304,966,4890
5006,i77_78_1_5_3i,g304,966,4891
5007,i77_78_1_6i,g305,967,4892
5008,i77_78_1_6i,g5,1182,4892
5009,i77_78_1_7i,g305,967,4893
5010,i77_78_1_7_1i,g305,967,4894
5011,i77_78_1_7_2i,g305,967,4895
5012,i77_78_1_7_3i,g305,967,4896
5013,i78_00_2_1i,g210,862,4897
5014,i78_00_2_1_1i,g210,862,4898
5015,i78_00_2_1_2i,g210,862,4899
5016,i78_00_2_1_3i,g210,862,4900
5017,i78_00_2_5i,g211,863,4908
5018,i78_00_2_5_1i,g211,863,4909
5019,i78_00_2_5_2i,g211,863,4910
5020,i78_00_2_5_3i,g211,863,4911
5021,i78_00_2_7i,g212,864,4915
5022,i78_00_2_7_1i,g212,864,4916
5023,i78_00_2_7_2i,g212,864,4917
5024,i78_00_2_7_3i,g212,864,4918
5025,i78_00_2_9i,g213,865,4922
5026,i78_00_2_9_1i,g213,865,4923
5027,i78_00_2_9_2i,g213,865,4924
5028,i78_00_2_9_3i,g213,865,4925
5029,i78_59_1_10i,g1307,345,4926
5030,i78_59_1_10i,g1553,618,4926
5031,i78_59_1_2i,g1307,345,4930
5032,i78_59_1_2i,g1553,618,4930
5033,i78_59_1_3i,g1307,345,4931
5034,i78_59_1_3i,g1553,618,4931
5035,i78_59_1_4i,g1307,345,4933
5036,i78_59_1_4i,g1553,618,4933
5037,i78_59_1_5i,g1307,345,4934
5038,i78_59_1_5i,g1553,618,4934
5039,i78_59_1_6i,g1307,345,4937
5040,i78_59_1_6i,g1553,618,4937
5041,i78_59_1_7i,g214,866,4938
5042,i78_59_1_7_1i,g214,866,4939
5043,i78_59_1_7_2i,g214,866,4940
5044,i78_59_1_7_3i,g214,866,4941
5045,i78_59_1_8i,g215,867,4942
5046,i78_59_1_8_1i,g215,867,4943
5047,i78_59_1_8_2i,g215,867,4944
5048,i78_59_1_8_3i,g215,867,4945
5049,i78_59_1_9i,g216,868,4946
5050,i78_59_1_9_1i,g216,868,4947
5051,i78_59_1_9_2i,g216,868,4948
5052,i78_59_1_9_3i,g216,868,4949
5053,i78_79_5_5i,g217,869,4959
5054,i78_79_5_5_1i,g217,869,4960
5055,i78_79_5_5_2i,g217,869,4961
5056,i78_79_5_5_3i,g217,869,4962
5057,i78_83_1_1i,g519,1204,4963
5058,i78_83_1_1_1i,g519,1204,4964
5059,i78_83_1_4i,g218,870,4970
5060,i78_83_1_4_1i,g218,870,4971
5061,i78_83_1_4_2i,g218,870,4972
5062,i78_83_1_4_3i,g218,870,4973
5063,i78_83_1_5i,g219,871,4974
5064,i78_83_1_5_1i,g219,871,4975
5065,i78_83_1_5_2i,g219,871,4976
5066,i78_83_1_5_3i,g219,871,4977
5067,i78_84_2_1i,g451,1129,4978
5068,i78_84_2_2i,g451,1129,4979
5069,i78_84_2_2_1i,g451,1129,4980
5070,i78_84_2_4i,g220,873,4983
5071,i78_84_2_4_1i,g220,873,4984
5072,i78_84_2_4_2i,g220,873,4985
5073,i78_84_2_4_3i,g220,873,4986
5074,i78_84_2_5i,g221,874,4987
5075,i78_84_2_5_1i,g221,874,4988
5076,i78_84_2_5_2i,g221,874,4989
5077,i78_84_2_5_3i,g221,874,4990
5078,i78_87_5_1i,g850,1572,4991
5079,i78_87_5_4i,g851,1573,4997
5080,i78_87_5_5i,g222,875,4998
5081,i78_87_5_5_1i,g222,875,4999
5082,i78_87_5_5_2i,g222,875,5000
5083,i78_87_5_5_3i,g222,875,5001
5084,i78_92_2_1i,g520,1206,5002
5085,i78_92_2_1_1i,g520,1206,5003
5086,i78_92_2_4i,g223,876,5009
5087,i78_92_2_4_1i,g223,876,5010
5088,i78_92_2_4_2i,g223,876,5011
5089,i78_92_2_4_3i,g223,876,5012
5090,i78_92_2_5i,g224,877,5013
5091,i78_92_2_5_1i,g224,877,5014
5092,i78_92_2_5_2i,g224,877,5015
5093,i78_92_2_5_3i,g224,877,5016
5094,i78_93_3_1i,g457,1135,5017
5095,i78_93_3_2i,g457,1135,5018
5096,i78_93_3_4i,g225,878,5022
5097,i78_93_3_4_1i,g225,878,5023
5098,i78_93_3_4_2i,g225,878,5024
5099,i78_93_3_4_3i,g225,878,5025
5100,i78_93_3_5i,g226,879,5026
5101,i78_93_3_5_1i,g226,879,5027
5102,i78_93_3_5_2i,g226,879,5028
5103,i78_93_3_5_3i,g226,879,5029
5104,i79_00_5_1i,g852,1574,5030
5105,i79_00_5_4i,g853,1575,5036
5106,i79_00_5_5i,g854,1576,5037
5107,i79_01_6_3i,g855,1577,5041
5108,i79_01_6_4i,g856,1578,5042
5109,i79_01_6_5i,g857,1579,5043
5110,i79_10_7_1i,g560,1250,5044
5111,i79_10_7_2i,g560,1250,5045
5112,i79_10_7_3i,g560,1250,5046
5113,i79_10_7_3_1i,g560,1250,5047
5114,i79_11_8_1i,g561,1251,5053
5115,i79_11_8_2i,g561,1251,5054
5116,i79_11_8_3i,g561,1251,5055
5117,i79_11_8_3_1i,g561,1251,5056
5118,i79_11_8_5i,g858,1580,5060
5119,i79_21_0_5i,g227,880,5066
5120,i79_21_0_5_1i,g227,880,5067
5121,i79_21_0_5_2i,g227,880,5068
5122,i79_21_0_5_3i,g227,880,5069
5123,i79_34_5_3i,g859,1581,5074
5124,i79_34_5_4i,g860,1583,5075
5125,i79_34_5_5i,g861,1584,5076
5126,i79_34_5_6i,g862,1585,5077
5127,i79_44_7_1i,g638,1336,5078
5128,i79_44_7_2i,g638,1336,5079
5129,i79_44_7_3i,g419,1093,5080
5130,i79_44_7_3i,g638,1336,5080
5131,i79_44_7_4i,g228,881,5081
5132,i79_44_7_4_1i,g228,881,5082
5133,i79_44_7_4_2i,g228,881,5083
5134,i79_44_7_4_3i,g228,881,5084
5135,i79_44_7_5i,g229,882,5085
5136,i79_44_7_5_1i,g229,882,5086
5137,i79_44_7_5_2i,g229,882,5087
5138,i79_44_7_5_3i,g229,882,5088
5139,i79_44_7_6i,g863,1586,5089
5140,i79_46_9_1i,g34,1005,5090
5141,i79_46_9_2i,g34,1005,5091
5142,i79_46_9_3i,g34,1005,5092
5143,i79_46_9_5i,g230,884,5095
5144,i79_46_9_5_1i,g230,884,5096
5145,i79_46_9_5_2i,g230,884,5097
5146,i79_46_9_5_3i,g230,884,5098
5147,i79_46_9_6i,g231,885,5099
5148,i79_46_9_6_1i,g231,885,5100
5149,i79_46_9_6_2i,g231,885,5101
5150,i79_46_9_6_3i,g231,885,5102
5151,i80_05_7_10i,g1197,222,5103
5152,i80_05_7_10i,g1554,619,5103
5153,i80_05_7_11i,g1197,222,5105
5154,i80_05_7_11i,g1554,619,5105
5155,i80_05_7_12i,g541,1229,5106
5156,i80_05_7_12_1i,g541,1229,5107
5157,i80_05_7_13i,g1197,222,5108
5158,i80_05_7_13i,g1554,619,5108
5159,i80_05_7_14i,g1197,222,5110
5160,i80_05_7_14i,g1554,619,5110
5161,i80_05_7_15i,g232,886,5112
5162,i80_05_7_15_1i,g232,886,5113
5163,i80_05_7_15_2i,g232,886,5114
5164,i80_05_7_15_3i,g232,886,5115
5165,i80_05_7_16i,g233,887,5116
5166,i80_05_7_16_1i,g233,887,5117
5167,i80_05_7_16_2i,g233,887,5118
5168,i80_05_7_16_3i,g233,887,5119
5169,i80_05_7_17i,g1198,223,5120
5170,i80_05_7_17i,g1555,620,5120
5171,i80_05_7_1i,g540,1228,5122
5172,i80_05_7_1_1i,g540,1228,5123
5173,i80_05_7_2i,g1198,223,5124
5174,i80_05_7_2i,g1555,620,5124
5175,i80_05_7_3i,g1198,223,5125
5176,i80_05_7_3i,g1555,620,5125
5177,i80_05_7_4i,g1198,223,5127
5178,i80_05_7_4i,g1555,620,5127
5179,i80_05_7_5i,g1198,223,5129
5180,i80_05_7_5i,g1555,620,5129
5181,i80_05_7_6i,g1198,223,5130
5182,i80_05_7_6i,g1555,620,5130
5183,i80_05_7_8i,g1197,222,5133
5184,i80_05_7_8i,g1554,619,5133
5185,i80_05_7_9i,g1197,222,5134
5186,i80_05_7_9i,g1554,619,5134
5187,i80_15_9_10i,g234,888,5136
5188,i80_15_9_10_1i,g234,888,5137
5189,i80_15_9_10_2i,g234,888,5138
5190,i80_15_9_10_3i,g234,888,5139
5191,i80_15_9_11i,g235,889,5140
5192,i80_15_9_11_1i,g235,889,5141
5193,i80_15_9_11_2i,g235,889,5142
5194,i80_15_9_11_3i,g235,889,5143
5195,i80_15_9_4i,g1199,224,5148
5196,i80_15_9_4i,g1556,621,5148
5197,i80_15_9_5i,g1199,224,5149
5198,i80_15_9_5i,g1556,621,5149
5199,i80_15_9_6i,g1199,224,5151
5200,i80_15_9_6i,g1556,621,5151
5201,i80_15_9_7i,g1199,224,5153
5202,i80_15_9_7i,g1556,621,5153
5203,i80_15_9_8i,g1199,224,5155
5204,i80_15_9_8i,g1556,621,5155
5205,i80_15_9_9i,g1199,224,5157
5206,i80_15_9_9i,g1556,621,5157
5207,i80_62_6_1i,g597,1290,5159
5208,i80_62_6_2i,g597,1290,5160
5209,i80_62_6_3i,g306,968,5161
5210,i80_62_6_3i,g597,1290,5161
5211,i80_62_6_4i,g306,968,5162
5212,i80_62_6_4_1i,g306,968,5163
5213,i80_62_6_4_2i,g306,968,5164
5214,i80_62_6_4_3i,g306,968,5165
5215,i80_62_6_7i,g236,890,5170
5216,i80_62_6_7_1i,g236,890,5171
5217,i80_62_6_7_2i,g236,890,5172
5218,i80_62_6_7_3i,g236,890,5173
5219,i81_07_2_10i,g1200,227,5174
5220,i81_07_2_10i,g1557,622,5174
5221,i81_07_2_11i,g1200,227,5176
5222,i81_07_2_11i,g1557,622,5176
5223,i81_07_2_12i,g1200,227,5178
5224,i81_07_2_12i,g1557,622,5178
5225,i81_07_2_12i,g1728,812,5178
5226,i81_07_2_1i,g639,1337,5179
5227,i81_07_2_2i,g1728,812,5180
5228,i81_07_2_2i,g639,1337,5180
5229,i81_07_2_3i,g1728,812,5181
5230,i81_07_2_3i,g420,1095,5181
5231,i81_07_2_3i,g639,1337,5181
5232,i81_07_2_3_1i,g420,1095,5182
5233,i81_07_2_4i,g1728,812,5183
5234,i81_07_2_4i,g6,1293,5183
5235,i81_07_2_5i,g6,1293,5184
5236,i81_07_2_6i,g6,1293,5185
5237,i81_07_2_7i,g1200,227,5186
5238,i81_07_2_7i,g1557,622,5186
5239,i81_07_2_7i,g1728,812,5186
5240,i81_07_2_8i,g1200,227,5187
5241,i81_07_2_8i,g1557,622,5187
5242,i81_07_2_9i,g1200,227,5189
5243,i81_07_2_9i,g1557,622,5189
5244,i81_81_2_10i,g1202,229,5191
5245,i81_81_2_10i,g1559,624,5191
5246,i81_81_2_11i,g1202,229,5193
5247,i81_81_2_11i,g1559,624,5193
5248,i81_81_2_12i,g1202,229,5195
5249,i81_81_2_12i,g1559,624,5195
5250,i81_81_2_13i,g1202,229,5197
5251,i81_81_2_13i,g1559,624,5197
5252,i81_81_2_14i,g1202,229,5199
5253,i81_81_2_14i,g1559,624,5199
5254,i81_81_2_16i,g458,1136,5204
5255,i81_81_2_17i,g458,1136,5205
5256,i81_81_2_18i,g237,891,5206
5257,i81_81_2_18_1i,g237,891,5207
5258,i81_81_2_18_2i,g237,891,5208
5259,i81_81_2_18_3i,g237,891,5209
5260,i81_81_2_19i,g1560,626,5210
5261,i81_81_2_1i,g1201,228,5211
5262,i81_81_2_1i,g1558,623,5211
5263,i81_81_2_21i,g1560,626,5214
5264,i81_81_2_22i,g1201,228,5215
5265,i81_81_2_22i,g1558,623,5215
5266,i81_81_2_22i,g1560,626,5215
5267,i81_81_2_23i,g1201,228,5216
5268,i81_81_2_23i,g1558,623,5216
5269,i81_81_2_2i,g1201,228,5218
5270,i81_81_2_2i,g1558,623,5218
5271,i81_81_2_3i,g1201,228,5220
5272,i81_81_2_3i,g1558,623,5220
5273,i81_81_2_4i,g1201,228,5222
5274,i81_81_2_4i,g1558,623,5222
5275,i81_81_2_4i,g1560,626,5222
5276,i81_81_2_5i,g1560,626,5223
5277,i81_81_2_6i,g521,1207,5224
5278,i81_81_2_6_1i,g521,1207,5225
5279,i81_81_2_7i,g1560,626,5226
5280,i81_81_2_9i,g1202,229,5229
5281,i81_81_2_9i,g1559,624,5229
5282,i82_28_0_10i,g1203,230,5230
5283,i82_28_0_10i,g1561,627,5230
5284,i82_28_0_11i,g1203,230,5231
5285,i82_28_0_11i,g1561,627,5231
5286,i82_28_0_12i,g1203,230,5233
5287,i82_28_0_12i,g1561,627,5233
5288,i82_28_0_13i,g238,892,5235
5289,i82_28_0_13_1i,g238,892,5236
5290,i82_28_0_13_2i,g238,892,5237
5291,i82_28_0_13_3i,g238,892,5238
5292,i82_28_0_14i,g1204,231,5239
5293,i82_28_0_14i,g1562,628,5239
5294,i82_28_0_15i,g1204,231,5241
5295,i82_28_0_15i,g1562,628,5241
5296,i82_28_0_16i,g1204,231,5243
5297,i82_28_0_16i,g1562,628,5243
5298,i82_28_0_17i,g1204,231,5245
5299,i82_28_0_17i,g1562,628,5245
5300,i82_28_0_18i,g1203,230,5247
5301,i82_28_0_18i,g1561,627,5247
5302,i82_28_0_18i,g1563,629,5247
5303,i82_28_0_2i,g1563,629,5249
5304,i82_28_0_3i,g1204,231,5250
5305,i82_28_0_3i,g1562,628,5250
5306,i82_28_0_3i,g1563,629,5250
5307,i82_28_0_4i,g1204,231,5251
5308,i82_28_0_4i,g1562,628,5251
5309,i82_28_0_4i,g1563,629,5251
5310,i82_28_0_5i,g1563,629,5252
5311,i82_28_0_7i,g1203,230,5254
5312,i82_28_0_7i,g1561,627,5254
5313,i82_28_0_7i,g1563,629,5254
5314,i82_28_0_8i,g1203,230,5255
5315,i82_28_0_8i,g1561,627,5255
5316,i82_28_0_9i,g421,1096,5256
5317,i82_28_0_9_1i,g421,1096,5257
5318,i82_28_0_9_2i,g421,1096,5258
5319,i82_68_8_10i,g954,1687,5259
5320,i82_68_8_11i,g955,1688,5260
5321,i82_68_8_12i,g956,1689,5261
5322,i82_68_8_13i,g1205,232,5262
5323,i82_68_8_13i,g1564,630,5262
5324,i82_68_8_14i,g957,1690,5263
5325,i82_68_8_1i,g35,1016,5264
5326,i82_68_8_2i,g35,1016,5265
5327,i82_68_8_3i,g35,1016,5266
5328,i82_68_8_4i,g1205,232,5267
5329,i82_68_8_4i,g1564,630,5267
5330,i82_68_8_5i,g1205,232,5268
5331,i82_68_8_5i,g1564,630,5268
5332,i82_68_8_6i,g1205,232,5269
5333,i82_68_8_6i,g1564,630,5269
5334,i82_68_8_7i,g1205,232,5270
5335,i82_68_8_7i,g1564,630,5270
5336,i82_68_8_8i,g1205,232,5271
5337,i82_68_8_8i,g1564,630,5271
5338,i82_68_8_9i,g953,1686,5272
5339,i83_32_9_10i,g1729,813,5273
5340,i83_32_9_11i,g1729,813,5276
5341,i83_32_9_12i,g1207,234,5279
5342,i83_32_9_12i,g1566,632,5279
5343,i83_32_9_12i,g1729,813,5279
5344,i83_32_9_1i,g1206,233,5280
5345,i83_32_9_1i,g1207,234,5280
5346,i83_32_9_1i,g1565,631,5280
5347,i83_32_9_1i,g1566,632,5280
5348,i83_32_9_1i,g1729,813,5280
5349,i83_32_9_2i,g1206,233,5281
5350,i83_32_9_2i,g1207,234,5281
5351,i83_32_9_2i,g1565,631,5281
5352,i83_32_9_2i,g1566,632,5281
5353,i83_32_9_3i,g1206,233,5282
5354,i83_32_9_3i,g1565,631,5282
5355,i83_32_9_4i,g1206,233,5284
5356,i83_32_9_4i,g1565,631,5284
5357,i83_32_9_5i,g1206,233,5286
5358,i83_32_9_5i,g1565,631,5286
5359,i83_32_9_6i,g1207,234,5288
5360,i83_32_9_6i,g1566,632,5288
5361,i83_32_9_7i,g1207,234,5290
5362,i83_32_9_7i,g1566,632,5290
5363,i83_32_9_8i,g1207,234,5292
5364,i83_32_9_8i,g1566,632,5292
5365,i83_32_9_9i,g1206,233,5294
5366,i83_32_9_9i,g1565,631,5294
5367,i83_32_9_9i,g1729,813,5294
5368,i842_07_9_10i,g1210,238,5295
5369,i842_07_9_10i,g1571,638,5295
5370,i842_07_9_11i,g1211,239,5297
5371,i842_07_9_11i,g1570,637,5297
5372,i842_07_9_12i,g997,1734,5298
5373,i842_07_9_13i,g997,1734,5299
5374,i842_07_9_14i,g1212,240,5300
5375,i842_07_9_14i,g1569,635,5300
5376,i842_07_9_15i,g1212,240,5301
5377,i842_07_9_15i,g1569,635,5301
5378,i842_07_9_16i,g1212,240,5303
5379,i842_07_9_16i,g1569,635,5303
5380,i842_07_9_17i,g1212,240,5305
5381,i842_07_9_17i,g1569,635,5305
5382,i842_07_9_18i,g1212,240,5307
5383,i842_07_9_18i,g1569,635,5307
5384,i842_07_9_19i,g1212,240,5309
5385,i842_07_9_19i,g1569,635,5309
5386,i842_07_9_1i,g542,1230,5311
5387,i842_07_9_1_1i,g542,1230,5312
5388,i842_07_9_2i,g1211,239,5313
5389,i842_07_9_2i,g1570,637,5313
5390,i842_07_9_3i,g1211,239,5314
5391,i842_07_9_3i,g1570,637,5314
5392,i842_07_9_4i,g1211,239,5316
5393,i842_07_9_4i,g1570,637,5316
5394,i842_07_9_5i,g1210,238,5318
5395,i842_07_9_5i,g1211,239,5318
5396,i842_07_9_5i,g1570,637,5318
5397,i842_07_9_5i,g1571,638,5318
5398,i842_07_9_6i,g1210,238,5319
5399,i842_07_9_6i,g1211,239,5319
5400,i842_07_9_6i,g1570,637,5319
5401,i842_07_9_6i,g1571,638,5319
5402,i842_07_9_7i,g1210,238,5320
5403,i842_07_9_7i,g1571,638,5320
5404,i842_07_9_8i,g1210,238,5322
5405,i842_07_9_8i,g1571,638,5322
5406,i842_07_9_9i,g1210,238,5324
5407,i842_07_9_9i,g1571,638,5324
5408,i84_66_2_10i,g1208,235,5326
5409,i84_66_2_10i,g1567,633,5326
5410,i84_66_2_11i,g599,1292,5328
5411,i84_66_2_12i,g599,1292,5329
5412,i84_66_2_13i,g599,1292,5330
5413,i84_66_2_15i,g240,895,5334
5414,i84_66_2_15_1i,g240,895,5335
5415,i84_66_2_15_2i,g240,895,5336
5416,i84_66_2_15_3i,g240,895,5337
5417,i84_66_2_16i,g1208,235,5338
5418,i84_66_2_16i,g1567,633,5338
5419,i84_66_2_1i,g598,1291,5340
5420,i84_66_2_2i,g598,1291,5341
5421,i84_66_2_3i,g598,1291,5342
5422,i84_66_2_5i,g239,893,5346
5423,i84_66_2_5_1i,g239,893,5347
5424,i84_66_2_5_2i,g239,893,5348
5425,i84_66_2_5_3i,g239,893,5349
5426,i84_66_2_6i,g1208,235,5350
5427,i84_66_2_6i,g1567,633,5350
5428,i84_66_2_7i,g1208,235,5351
5429,i84_66_2_7i,g1567,633,5351
5430,i84_66_2_8i,g1208,235,5352
5431,i84_66_2_8i,g1567,633,5352
5432,i84_66_2_9i,g1208,235,5354
5433,i84_66_2_9i,g1567,633,5354
5434,i84_74_2_10i,g1209,236,5356
5435,i84_74_2_10i,g1568,634,5356
5436,i84_74_2_11i,g1209,236,5358
5437,i84_74_2_11i,g1568,634,5358
5438,i84_74_2_12i,g1209,236,5360
5439,i84_74_2_12i,g1568,634,5360
5440,i84_74_2_13i,g601,1296,5362
5441,i84_74_2_14i,g601,1296,5363
5442,i84_74_2_15i,g601,1296,5364
5443,i84_74_2_19i,g242,897,5374
5444,i84_74_2_19_1i,g242,897,5375
5445,i84_74_2_19_2i,g242,897,5376
5446,i84_74_2_19_3i,g242,897,5377
5447,i84_74_2_1i,g600,1295,5378
5448,i84_74_2_20i,g1209,236,5379
5449,i84_74_2_20i,g1568,634,5379
5450,i84_74_2_2i,g600,1295,5381
5451,i84_74_2_3i,g600,1295,5382
5452,i84_74_2_7i,g241,896,5392
5453,i84_74_2_7_1i,g241,896,5393
5454,i84_74_2_7_2i,g241,896,5394
5455,i84_74_2_7_3i,g241,896,5395
5456,i84_74_2_8i,g1209,236,5396
5457,i84_74_2_8i,g1568,634,5396
5458,i84_74_2_9i,g1209,236,5397
5459,i84_74_2_9i,g1568,634,5397
5460,i85_01_8_10i,g1214,242,5398
5461,i85_01_8_10i,g1573,640,5398
5462,i85_01_8_11i,g1214,242,5400
5463,i85_01_8_11i,g1573,640,5400
5464,i85_01_8_12i,g1214,242,5402
5465,i85_01_8_12i,g1573,640,5402
5466,i85_01_8_13i,g1213,241,5404
5467,i85_01_8_13i,g1572,639,5404
5468,i85_01_8_14i,g1214,242,5406
5469,i85_01_8_14i,g1573,640,5406
5470,i85_01_8_1i,g1213,241,5408
5471,i85_01_8_1i,g1214,242,5408
5472,i85_01_8_1i,g1572,639,5408
5473,i85_01_8_1i,g1573,640,5408
5474,i85_01_8_2i,g1213,241,5409
5475,i85_01_8_2i,g1214,242,5409
5476,i85_01_8_2i,g1572,639,5409
5477,i85_01_8_2i,g1573,640,5409
5478,i85_01_8_3i,g1213,241,5410
5479,i85_01_8_3i,g1215,243,5410
5480,i85_01_8_3i,g1572,639,5410
5481,i85_01_8_3i,g1574,641,5410
5482,i85_01_8_4i,g1213,241,5411
5483,i85_01_8_4i,g1215,243,5411
5484,i85_01_8_4i,g1572,639,5411
5485,i85_01_8_4i,g1574,641,5411
5486,i85_01_8_5i,g1213,241,5412
5487,i85_01_8_5i,g1572,639,5412
5488,i85_01_8_6i,g1215,243,5414
5489,i85_01_8_6i,g1574,641,5414
5490,i85_01_8_7i,g1215,243,5416
5491,i85_01_8_7i,g1574,641,5416
5492,i85_01_8_8i,g1215,243,5418
5493,i85_01_8_8i,g1574,641,5418
5494,i85_01_8_9i,g1215,243,5420
5495,i85_01_8_9i,g1574,641,5420
5496,i85_44_9_10i,g1216,244,5422
5497,i85_44_9_10i,g1575,642,5422
5498,i85_44_9_11i,g1216,244,5424
5499,i85_44_9_11i,g1575,642,5424
5500,i85_44_9_11i,g1730,815,5424
5501,i85_44_9_2i,g1730,815,5426
5502,i85_44_9_3i,g1730,815,5427
5503,i85_44_9_4i,g1730,815,5428
5504,i85_44_9_6i,g1216,244,5430
5505,i85_44_9_6i,g1575,642,5430
5506,i85_44_9_6i,g1730,815,5430
5507,i85_44_9_7i,g1216,244,5431
5508,i85_44_9_7i,g1575,642,5431
5509,i85_44_9_8i,g1216,244,5433
5510,i85_44_9_8i,g1575,642,5433
5511,i85_44_9_9i,g1216,244,5435
5512,i85_44_9_9i,g1575,642,5435
5513,i85_68_7_10i,g1217,245,5437
5514,i85_68_7_10i,g1577,644,5437
5515,i85_68_7_11i,g1218,246,5439
5516,i85_68_7_11i,g1576,643,5439
5517,i85_68_7_12i,g1218,246,5440
5518,i85_68_7_12i,g1576,643,5440
5519,i85_68_7_13i,g1218,246,5441
5520,i85_68_7_13i,g1576,643,5441
5521,i85_68_7_14i,g1218,246,5443
5522,i85_68_7_14i,g1576,643,5443
5523,i85_68_7_15i,g1218,246,5445
5524,i85_68_7_15i,g1576,643,5445
5525,i85_68_7_16i,g603,1298,5447
5526,i85_68_7_17i,g603,1298,5448
5527,i85_68_7_18i,g603,1298,5449
5528,i85_68_7_1i,g602,1297,5453
5529,i85_68_7_22i,g243,898,5460
5530,i85_68_7_22_1i,g243,898,5461
5531,i85_68_7_22_2i,g243,898,5462
