projectid,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
6cd4855fe951d3a5aa520b71be11c8ac,f,t,f,t,t,t,f,f,100.0,2.0,3.0
2048515aa1d2c9b05ff0a1e997234c56,t,t,t,t,t,t,t,f,90.0,4.0,5.0
ecc34ce39b5d9bfc1ab4e075853f57f1,f,f,t,f,t,f,t,f,100.0,0.0,1.0
90cd941c547a355c298c144bb71343ef,f,t,t,t,t,f,f,f,100.0,5.0,0.0
4ccc394a878d1b1d3b0087fe3fbf8f58,f,,f,,f,,,,,,
b328fb074e421c427db0e7b3937b31d7,f,t,t,t,f,f,t,f,28.0,5.0,1.0
10d2b8e0e014b1d1b2e306a0c0a76723,t,t,t,t,t,t,t,f,88.0,3.0,7.0
d7151c73a23f3afcc50afef16a189d21,t,t,t,t,t,t,t,f,100.0,1.0,14.0
dd4b480675e521b1f3d2df09266f48f1,f,f,t,t,t,t,t,f,100.0,0.0,7.0
1942b0b8dd485db168415915e117dd60,f,f,t,f,f,f,t,f,0.0,0.0,2.0
d1a321845413aff841be55c9156e163c,t,t,t,t,t,f,t,f,66.0,2.0,1.0
f0c6a9038ec07165fc10f37391e1806f,f,,f,,f,,,,,,
92f646d76892249afe06a3476416fe24,f,f,f,t,t,f,f,f,100.0,0.0,1.0
b153216611348c3bc7989abb69e23ddc,f,,f,,f,,,,,,
2cf566fa426ad82394fefb230ee002dd,t,t,t,t,t,t,t,f,100.0,1.0,3.0
4fcefe64f1754553ff75c45443c8dfc8,t,t,t,t,t,t,f,f,68.0,2.0,30.0
bdaec5c4a31ced75ca78ae60cbded853,f,f,t,t,t,t,f,f,100.0,0.0,4.0
1848f4a06696296ba18e15a67ce2cd59,f,f,t,f,t,f,t,f,100.0,0.0,2.0
e91de667aac209ac768337649b783d15,t,t,t,t,t,t,f,f,100.0,6.0,3.0
a161e53327ffd4c350a404c8ef5aa156,f,f,f,t,t,t,t,f,75.0,0.0,3.0
99c4be3f95ab3cec40852f1ebf2cbe74,t,t,t,t,t,t,t,f,100.0,3.0,16.0
62fe29607eaf3977e3fa1fda923396e8,f,f,t,t,f,t,t,f,,0.0,3.0
c2d28987b6f6a3e08062ee5fe9baeb23,t,t,t,t,t,t,f,f,90.0,6.0,5.0
914ce6cf4e0807779bbada269bb49b6e,t,t,t,t,t,t,t,f,75.0,2.0,13.0
97acd4f19875adfcd6781b59a56cbbab,t,t,t,t,t,t,t,t,62.0,1.0,29.0
81f0c6d2e081c475a12206d0f7ac4e04,f,t,t,t,f,t,t,f,57.0,1.0,7.0
c9e7528d29d601f3c4d6df7630978629,f,t,t,t,f,t,t,f,52.0,7.0,5.0
b58c7fa12fa69e4dd861a407242ed349,f,f,t,t,f,t,t,f,40.0,0.0,4.0
3725b9a73d3c5c7296a0937f399921d7,f,f,t,f,t,f,t,f,100.0,0.0,1.0
2f3dafc513d5a0dbb2fdb4f99c1fb65e,f,f,f,t,f,f,f,f,50.0,0.0,2.0
a93a142abc848f3c45114002be2e4899,t,t,t,t,t,t,f,f,90.0,5.0,8.0
9a5a2a971fe97e4ee943899cbca2cfc5,t,t,t,t,t,t,t,f,69.0,2.0,12.0
cd680027f29ee0d91707a0e4fd0fc343,t,t,t,t,t,t,t,f,70.0,3.0,6.0
72de941ce652fad1b43c78ff30c4b6d4,t,t,t,t,t,f,t,f,70.0,8.0,2.0
c1759c06762ad7eb3cc430604ecd7143,t,t,t,t,t,t,t,f,90.0,2.0,9.0
11abfec09ea40d9a099e8a2afe437dfd,f,t,t,t,f,t,t,f,33.0,1.0,7.0
5f895cc15af9a50cf75b96f1bb745d79,t,t,t,t,t,t,f,f,100.0,1.0,4.0
b81f741a382f30e2c1e77ee0797343f0,f,t,t,t,f,t,f,f,33.0,2.0,4.0
ff8079278bc549f727d1a103297b98e2,t,t,t,t,t,f,t,f,66.0,2.0,1.0
7186383961c9cf6c50928ce234083d82,f,f,t,t,t,f,t,f,100.0,0.0,2.0
6fd708504f48e92cdcd5737d464b33f7,f,f,t,t,f,f,t,f,,0.0,2.0
8502082a15b104ba3f6b9742ff66546b,t,t,t,t,t,t,t,f,75.0,1.0,4.0
958475f6114a855e6a0f847fa115e8f6,t,t,t,t,t,t,f,f,75.0,2.0,9.0
6b096e743b5462c15c3f2780fa91ae20,f,f,t,t,f,t,t,f,0.0,0.0,5.0
149411ec5bb1ea688bb6afc2c9628381,f,f,t,t,f,t,t,f,33.0,0.0,3.0
a3a46ea791553f6aa7716e1c425635ad,f,f,t,t,t,t,t,f,75.0,0.0,5.0
5699a6221e6026eba5d0fbb19aea223d,t,t,t,t,t,t,t,f,100.0,4.0,5.0
2d3d7c2eccf6b703b6d57f142b3d44c7,f,f,t,t,t,t,f,f,71.0,0.0,9.0
d897f627e1040cd88343c1a902290421,t,t,t,t,t,t,t,f,75.0,1.0,4.0
45299e28e2a6d515e2f121c93f537f80,f,t,t,t,f,f,t,f,50.0,1.0,1.0
cfaf3b881003eb06b32452ef435e254f,f,f,f,f,t,f,f,f,100.0,0.0,1.0
3f9c410aa7f83a2859ebe6b83adc13d4,f,f,t,f,f,f,t,f,0.0,0.0,1.0
77f98f13db78c07b0ac89f486b8c1431,t,t,t,t,t,t,f,f,66.0,4.0,6.0
9f57b07d7e0c8defc3ddc73854f75035,t,t,t,t,t,f,t,f,66.0,2.0,2.0
2796ff517228241f7d6af57f74721fe2,f,f,t,t,f,t,t,f,,0.0,5.0
c4f6f4591f50f35039d5bdb6b7bdd193,f,f,t,f,f,f,t,f,0.0,0.0,2.0
114a4879afd0dd78dfac4800f92bc5d0,t,t,t,t,t,t,f,f,80.0,2.0,34.0
ea1830710889efde695c932cec1bb961,t,t,t,t,t,t,t,f,75.0,1.0,14.0
38cd450cc15b211a93258a03b94b768e,f,t,f,t,t,f,f,f,100.0,3.0,2.0
5699c57502c0b73b0358cbc97ba066aa,t,t,t,t,t,t,t,f,75.0,5.0,14.0
658c064e4ccb58eb417ed2dd50883bab,t,t,t,t,t,t,t,f,75.0,1.0,3.0
d20560d1cc4a62fce7d0b0a245cd8176,t,t,t,t,t,f,t,f,66.0,3.0,2.0
8751dedafb148b1b236ce9582cceb626,t,t,t,t,t,t,f,f,89.0,11.0,8.0
2d7873d3e213aa0764c2f056774079c1,t,t,t,t,t,t,t,f,75.0,1.0,11.0
23ab2f6494c84ba7ec486bfe1296721c,t,t,t,t,t,t,f,f,75.0,9.0,7.0
c3f1037122e8a543f9a8f72f102cff06,f,f,t,f,t,f,t,f,75.0,0.0,1.0
20743080b206b86601c9a128b690f99b,f,f,t,t,t,f,t,f,100.0,0.0,1.0
b18c61b5fdd89b2e72f7bf2790ecf6d4,f,t,t,t,f,t,f,f,0.0,6.0,5.0
ca32590f262208b9728db0ac481f2810,t,t,t,t,t,t,f,f,80.0,2.0,4.0
d231fe7a3dbf34102186dfa0bc35017c,t,t,t,t,t,t,t,f,75.0,1.0,3.0
b45929fd6b23d0c9f191f7e67aadfbb1,t,t,t,t,t,f,t,f,66.0,2.0,1.0
c14db2b439c01da658de14a530bc8107,t,t,t,t,t,t,t,f,90.0,1.0,10.0
aa5a32f6d733465dc0065230ee705e13,t,t,t,t,t,t,t,f,81.0,6.0,5.0
480e5a5b22deeba619d1a1cbd0c5618e,f,f,f,t,t,t,f,f,100.0,0.0,3.0
f7d16c38001173621fb5c94c97299814,f,f,f,t,t,t,t,f,100.0,0.0,4.0
2b1ec0db827e054b55ce5a02f8d1c4bf,f,f,t,f,f,f,t,f,0.0,0.0,1.0
f9937c57b8f77bacd42b2cae1d910a16,t,t,t,t,t,t,f,f,100.0,3.0,6.0
de8e365e7c0f105e0d45f8cad06eaa4c,f,f,t,t,t,t,t,t,80.0,0.0,14.0
19643469e240deeaf156bcbe1fe85eeb,f,f,t,t,f,f,t,f,,0.0,1.0
7f19b47b0e62286e24702043f09bc0dc,f,,f,,f,,,,,,
fcbcae9b6675938cfad159e9e2817319,t,t,t,t,t,t,t,f,62.0,2.0,7.0
2e483ac2296b76d390aeba4de5339454,t,t,t,t,t,t,f,f,63.0,6.0,8.0
7fa5b68ac78a77b5dc9f31525cc46e7c,t,t,t,t,t,t,t,f,72.0,2.0,9.0
b19bf4c9c862d7e6480f5a8035c35a83,t,t,t,t,t,t,t,f,75.0,3.0,12.0
e1f5c895adbd703e8769d08c6c65ea1c,t,t,t,t,t,t,t,f,87.0,1.0,15.0
af9bfbc12bd909bc81f2d9cdcc0b43e3,f,f,t,t,t,t,f,f,100.0,0.0,17.0
fefb42ef77ffa3d3c8358104aed60159,f,f,t,f,f,t,t,f,,0.0,4.0
2187e224161c0a6e9843d13792129e97,f,f,t,t,f,t,t,f,50.0,0.0,5.0
18e781b939c9f9fa09a2f28137c880b4,t,t,t,t,t,f,t,f,100.0,6.0,1.0
034ea328db5bc2bd2635e1bc57c5fff8,f,f,t,t,t,t,t,f,80.0,0.0,5.0
12e5bfa5cfa5dd3d69b6b7e875dbe83b,t,t,t,t,t,t,t,f,62.0,2.0,8.0
7834709a9f2361ef06df527f77fe1ba1,t,t,t,t,t,f,t,f,100.0,1.0,1.0
63def203f580584924360703225163e2,t,t,t,t,t,t,f,f,100.0,2.0,6.0
4586b154209fef03a7187ae7b983896d,f,f,t,t,t,t,t,f,80.0,0.0,6.0
b487bfabfa505e831d9b93ef0b9505c5,t,t,t,t,t,t,f,f,90.0,10.0,4.0
c45ef95beba6bdb86b1d049aa5143cdc,t,t,t,t,t,t,t,f,80.0,2.0,4.0
c24176fa37de6f2f7aa104816ef81271,t,t,t,t,t,t,t,f,66.0,4.0,5.0
edde596469411c7cedbdd28e0b63f667,t,t,t,t,t,f,t,f,70.0,7.0,2.0
b40c79db97fbd88a011541a85e757140,t,t,t,t,t,f,t,f,85.0,2.0,1.0
2fc642b81da7b0c1db603d3f8c814dd0,f,,f,,f,,,,,,
99188b888ab93474694b8ca4a15fdafc,t,t,t,t,t,t,f,f,75.0,2.0,6.0
dacdeee011cede08f04e8ccf50060a4d,t,t,t,t,t,t,t,f,100.0,1.0,7.0
725cb5e2508e1f2d5127abd0afb705aa,f,f,t,f,f,f,t,f,0.0,0.0,1.0
c21a55d6dd26a566687d548e24625542,t,t,t,t,t,t,t,f,66.0,1.0,8.0
e9cc6e952b13b431e8a72be2abc057ed,f,f,t,t,f,f,t,f,,0.0,1.0
f6464919a743a4f93f75d219249d3604,t,t,t,t,t,t,t,f,75.0,1.0,4.0
9c170b942861bab3ba10eacd8cb64f48,t,t,t,t,t,f,t,f,66.0,2.0,1.0
8b2979c07df0b18e32ffeafaa76e957f,t,t,t,t,t,t,f,f,90.0,1.0,12.0
a0d016c6860eb681cf3a5e3dcb532d5a,f,f,t,t,f,t,t,f,,0.0,3.0
6a2baf855c71759a700e9aa21a4030e8,f,,f,,f,,,,,,
812a09d7963169adbd13a58ce69d5b3b,t,t,t,t,t,t,f,f,100.0,1.0,3.0
35eb176a4035e7a17e0e093c912eda77,f,f,t,f,t,f,t,f,100.0,0.0,1.0
a5f7d6f23c104852f55234f401596442,f,,f,,f,,,,,,
826ca3e47c9c965b2b7db0634d386f31,t,t,t,t,t,t,t,f,66.0,2.0,4.0
a752c6dddcd5dbec02c2ff3d2b660705,f,f,t,t,f,f,t,f,,0.0,1.0
50b000439393b2f0cc80d300ae2fb642,t,t,t,t,t,t,t,f,80.0,5.0,4.0
39678cbd0be4ff6977d1a28f613f3962,t,t,t,t,t,t,t,f,71.0,1.0,7.0
6ee91af99aa125b5b9154b48fd281f2b,f,f,f,f,t,f,f,f,100.0,0.0,1.0
85f233179d5db88909e6863ac92f3e64,f,f,t,f,f,f,t,f,0.0,0.0,1.0
20bee2e981d8d7e871b4e28666df5e73,f,f,t,t,f,f,t,f,0.0,0.0,2.0
d5fdd30d005771b7305af49279fc12d5,f,,f,,f,,,,,,
dc9fd202dd00840189b4b77947dab97c,f,t,t,t,f,t,f,f,42.0,4.0,3.0
3a16edf239ebe022b4d41004677031d3,t,t,t,t,t,f,t,f,100.0,13.0,2.0
1f9d79b72c36d7409bbecf4320dbc729,f,f,t,t,t,t,f,f,75.0,0.0,4.0
1c74fa56567b0dc4c1e58b8afb22446c,f,,f,,f,,,,,,
849a6d7521010c7e38a74320aa914d87,t,t,t,t,t,t,f,f,75.0,1.0,13.0
8bcc10d28f0324021cd1dee9dde8b6e2,f,,f,,f,,,,,,
670ca5281469ab36fb043df3c64f017f,f,f,t,t,f,t,t,f,0.0,0.0,3.0
45237e728090eeed503fc9bb01112ed1,t,t,t,t,t,t,f,f,83.0,2.0,7.0
80c16175e8154ee6b0e626bf7ee42739,t,t,t,t,t,t,t,f,83.0,1.0,6.0
302e5a91c18dec24d6eaa089871399cb,t,t,t,t,t,t,t,f,80.0,2.0,7.0
0914da6d7d55710f6afe41706a6f8bd8,f,,f,,f,,,,,,
fd5e81887626e14002cdbb29bb8523cf,f,f,t,t,f,t,t,f,33.0,0.0,4.0
0351ffc28f56e3a1526be2b245ffd7b6,t,t,t,t,t,t,f,f,66.0,4.0,10.0
55809fc6ec0cf377950528356f2a9c6f,f,f,f,t,t,f,f,f,100.0,0.0,1.0
1c2b6f83ee605b445eadbeaa8cb7ce57,f,f,t,t,t,t,t,f,100.0,0.0,4.0
04c8a5e8cf64c4b493c1b12014bb26bc,f,f,t,t,t,t,t,f,100.0,0.0,9.0
d6f41e7e9b502f7bdbcdf81e6d4aaea1,f,f,t,t,f,f,f,f,,0.0,2.0
281428ad40b1449f1e355b05f455c432,t,t,t,t,t,t,t,f,70.0,1.0,8.0
f8a7f531ee91013f6a42cbb05fbc823a,t,t,t,t,t,f,t,f,66.0,2.0,1.0
13bf8659012802b2fa526e823e30c779,f,f,t,t,t,t,t,f,75.0,0.0,10.0
8403cd9852c8c4ede1ff77b732e5227f,f,f,t,t,f,t,t,f,47.0,0.0,17.0
38eda3acbe8cc6ccc6ef57d5022a3100,t,t,t,t,t,f,t,f,83.0,5.0,2.0
676b5849d05c1b8d1caa50534a62f70a,f,f,f,f,t,f,f,f,100.0,0.0,1.0
503669a1f2f5629cd89d8a1362137e5d,t,t,t,t,t,t,f,f,66.0,10.0,7.0
bb3e4a1edc32e807a11d63729ff101b7,t,t,t,t,t,f,t,f,100.0,1.0,2.0
10dda6116ae1f536731d78bbf6278836,f,t,t,t,f,t,t,f,50.0,1.0,4.0
2b5b38ed7d922a13ef6a7955a9513f4f,t,t,t,t,t,t,t,f,81.0,3.0,8.0
1d1ebd544600fa6c9b43068756089b91,f,f,t,t,t,t,f,f,71.0,0.0,17.0
7c0127b525aed6fefd90e00495a2f1b5,t,t,t,t,t,f,t,f,100.0,1.0,2.0
546a09f17bbc05fcc0b7f02e2728f20f,f,f,f,f,f,t,f,f,33.0,0.0,3.0
7079a4c9905db4032bbfb4cb7927b2a2,f,t,t,t,f,f,t,f,50.0,4.0,1.0
6d04c4301f51dcd2121362b06ce7a1a0,f,f,t,t,t,f,t,f,100.0,0.0,1.0
159c0c1fd72085f1c6f8f394c316ebef,f,f,t,f,f,f,t,f,0.0,0.0,2.0
e3c61a73bd9b7de8673d4f0533b3a6de,f,,f,,f,,,,,,
35e5c26de821f3717388429f6606146c,f,f,t,t,t,f,t,f,100.0,0.0,1.0
0ead7165e0abdbb1f00389e37536602b,f,f,t,t,f,t,t,f,,0.0,5.0
36729aec37abe6a7f75f73fb9e7b8c1f,t,t,t,t,t,t,t,f,81.0,1.0,9.0
951b4714762ff0d1786ec78f94b4822f,t,t,t,t,t,t,f,f,83.0,1.0,5.0
2db8290180eb60364ce42225e49a9764,t,t,t,t,t,t,t,f,82.0,5.0,31.0
d14135df5e2f900e422756d2c092fff9,f,f,f,f,t,f,f,f,100.0,0.0,2.0
b9d6a193becf8618bb1c5d9523296461,f,,f,,f,,,,,,
421b288d8c5fa025f589225c9c6ca467,t,t,t,t,t,f,t,f,100.0,1.0,2.0
9a4932f990be9308a45e75f6680b19a8,t,t,t,t,t,f,t,f,66.0,5.0,2.0
9f6f0f1c564420a84e88ed438bc40369,f,f,t,f,f,f,t,f,0.0,0.0,1.0
d2b150032c9068c8bd6f819aa4ea2bf4,f,f,t,f,f,f,t,f,50.0,0.0,2.0
777235e5e099017d7dd457694487b6ce,f,f,t,f,f,t,t,f,0.0,0.0,3.0
b2fa684bf837ee7dff9db745245b5efa,f,f,t,t,f,f,t,f,,0.0,1.0
0c74145c8807ba677f64f6d4927cd20a,t,t,t,t,t,t,t,f,66.0,2.0,16.0
d73d64dddadf07dd0ebee29dd0a9d785,f,f,f,f,f,f,f,f,50.0,0.0,2.0
2c4aae8b1d9c59d36c2b2575b304aee8,f,f,f,t,t,f,f,f,100.0,0.0,2.0
0eaec825f40cd10746cc1b13d2f6409c,f,,f,,f,,,,,,
70461499be652aadd6464c47436e08e7,f,t,t,t,f,f,t,f,0.0,2.0,2.0
8de5576d9662d4aa98b6216df78ace09,f,f,f,t,f,f,f,f,,0.0,1.0
2ca064f599ee50ba9f955f6bf97b527c,f,f,t,t,f,t,t,f,33.0,0.0,6.0
2f2d10f2fab1d044fbb46109ed9a9ad3,t,t,t,t,t,t,f,f,62.0,3.0,7.0
11c9a61191136cccafe32782f78c5670,t,t,t,t,t,t,f,f,68.0,2.0,24.0
852f5bbb4a4f37f11a0c9b790175abfa,t,t,t,t,t,t,t,f,88.0,2.0,14.0
b0beb6bca356bbbae609feda0d725f6d,f,f,t,t,f,f,t,f,50.0,0.0,2.0
e6974c53a8a6a0559565d5c39ced0eba,t,t,t,t,t,t,t,f,77.0,2.0,8.0
3184c57ccefaf447dcc976a5cc6d8c79,t,t,t,t,t,f,t,f,66.0,7.0,2.0
6597b3d40fee13f6dcadbc47cfa25dbb,t,t,t,t,t,t,t,f,100.0,1.0,4.0
75cbac63029bc77f20549f116f1213f0,f,t,t,t,f,t,f,f,33.0,5.0,4.0
eb9c82d085b77eda853c2e34d7fcaf41,t,t,t,t,t,t,t,f,66.0,1.0,6.0
063c2404589d28cb0f7342e8f0137415,f,t,t,t,f,f,t,f,55.0,5.0,1.0
d1c187bcaf5c393ff85ac7efecac364b,f,,f,,f,,,,,,
1a565bcbc5b686149ee17054eca04d80,t,t,t,t,t,t,t,f,70.0,4.0,6.0
612711f9411299c34bf00b837bd2a889,f,f,t,f,f,f,t,f,,0.0,1.0
7719a38674861c0abdac846ef11c3070,f,f,t,t,f,t,t,f,50.0,0.0,6.0
2f9dbf86a5506a6e3c26c30c2d4e75d4,t,t,t,t,t,t,f,f,64.0,7.0,5.0
6d3f1fa9187dcf86e24816761bcfe376,f,f,t,f,f,f,t,f,,0.0,2.0
ed8af4ea2600729df25eabad8a94b620,t,t,t,t,t,t,t,f,71.0,2.0,4.0
48ea04d104c82ddcd5dedf728d2caa34,t,t,t,t,t,f,t,f,100.0,3.0,1.0
6b282f37736c54c6ae905d75d12bfeb0,f,f,f,f,t,f,f,f,100.0,0.0,1.0
5401a3ea3166441605fb0d2809fff6ec,t,t,t,t,t,t,f,f,85.0,6.0,3.0
ae533e07f1d6ebfdee198ea85e6a375d,t,t,t,t,t,t,t,f,76.0,2.0,10.0
5b003cd527a301193cc5e031cfcdb67f,t,t,t,t,t,t,f,f,80.0,1.0,6.0
9242a5a8b2e1c1a1610dfb8bd9c07dce,f,f,t,f,t,t,t,f,83.0,0.0,8.0
41327b40fe55ada9a660987700f6b2ba,f,f,t,f,f,f,t,f,,0.0,1.0
be14dabebb7ecb235a2c457964285224,f,f,t,t,f,f,t,f,,0.0,2.0
bb90937baf26f2d39988d1a71d644b89,f,t,t,t,f,t,t,f,33.0,6.0,11.0
c59e075c4043649fa61eb327efa61bd9,f,f,t,f,f,t,t,f,50.0,0.0,3.0
246faecfc96b314572cc80c2e88abbb8,t,t,t,t,t,f,t,f,100.0,2.0,2.0
94f1ab0a28613c55a4bf9377276c30be,f,t,t,t,f,t,t,f,38.0,1.0,13.0
a17cba54fdb35ca2f435c52f80ae6406,t,t,t,t,t,t,f,f,66.0,3.0,3.0
e373382912a50ff42353754ada563f30,t,t,t,t,t,t,t,f,66.0,3.0,3.0
05cc780253e6dc852fc4ba626cd4675b,t,t,t,t,t,t,t,f,63.0,1.0,12.0
a076342e02962f673d86034894740b02,t,t,t,t,t,f,t,f,100.0,1.0,2.0
9a45fa19d52982b641f5467ccfe6c8af,t,t,t,t,t,t,f,f,80.0,2.0,11.0
69d038c8011b7dfea6718015d1dff572,t,t,t,t,t,t,t,t,100.0,1.0,13.0
e135321a5e1befd091881a051b6f8677,f,t,f,t,f,f,f,f,50.0,3.0,1.0
a4b4b946c92db7ac7274fe14b70ce45f,t,t,t,t,t,t,f,f,90.0,9.0,3.0
2426523aa074a2cb331ed6a20bfa18f7,t,t,t,t,t,t,t,f,82.0,4.0,10.0
d628f1e6b573a7c3a90324d6022efb33,t,t,t,t,t,t,f,f,88.0,2.0,4.0
5008afacff19e5ee9ef81218ea52ef46,t,t,t,t,t,f,t,f,75.0,3.0,2.0
f43166f0f393d64178fbe2cc5fd887df,t,t,t,t,t,f,t,f,66.0,2.0,2.0
c9224ac7be2a7522a55635150fa4a793,t,t,t,t,t,t,f,f,62.0,4.0,4.0
2d9d729890863d81e232fb2341a85dcc,t,t,t,t,t,t,f,f,62.0,6.0,3.0
090fc581b6841ea050f160e57fecdf4d,f,f,t,f,f,f,t,f,0.0,0.0,1.0
158c8e2e0e29b18e25a1282e7b2980af,f,f,t,t,f,t,t,f,,0.0,3.0
fe5b1a7395d293e022cabc8650276cc6,f,,f,,f,,,,,,
92ae57ee6aaa71b9d578f7de41320437,f,f,t,t,t,t,t,f,66.0,0.0,7.0
880a1680ebebd9ce4a05593c7a81122d,t,t,t,t,t,t,t,f,83.0,2.0,12.0
bee5b0fd4507d22eb1c786fb9062edd6,f,f,t,t,t,t,f,f,100.0,0.0,4.0
d38cea83a2e5ad49e5a51774893381ba,t,t,t,t,t,t,f,f,100.0,1.0,3.0
1c617b0ae85f60989a7853c30b216b12,f,f,f,f,f,f,f,f,,0.0,1.0
8085fbf85afec93df88d262e1760b668,f,f,t,f,f,f,t,f,0.0,0.0,2.0
c31b2357de1b03bb8fa585822a2e97ca,f,t,t,t,f,f,t,f,27.0,8.0,2.0
13dacb54192b7550f975068d8e6d5fe6,f,t,t,t,f,f,t,f,33.0,2.0,1.0
a23a46d39efde903123ad84be9722a94,f,f,t,f,f,f,t,f,0.0,0.0,1.0
a6081a88617b2b7100f88c2bec32d6ae,f,f,t,t,f,f,t,f,,0.0,2.0
bc6e1129214c2c901f9620216a715716,f,,f,,f,,,,,,
b52bb08dcd62aa2ea312f768bf4f9757,t,t,t,t,t,t,t,f,83.0,1.0,5.0
1170513df84843f0bc2c532b1018a6df,f,f,t,t,f,f,t,t,,0.0,1.0
fa2fc5468081b06ce9b4339045bdf411,f,f,t,t,f,t,t,f,50.0,0.0,4.0
2d743ccfd1fc5cbf1f97abe05740680d,t,t,t,t,t,f,t,f,80.0,3.0,2.0
7eb797703c3326aaa22f45a485895cb5,f,f,t,t,t,t,f,f,70.0,0.0,9.0
3ec18a7446f41329bf4fbe2b59519412,f,,f,,f,,,,,,
aa1838954f8d38de1f1641d762e9f623,t,t,t,t,t,f,t,f,83.0,1.0,2.0
8d46903cdad77d74846eb6185589e455,f,t,t,t,f,f,t,f,0.0,1.0,1.0
5eeef8e837996b397faf2516638cf8b0,f,t,t,t,f,f,f,f,33.0,7.0,2.0
231814081b85b680bc0fa620f49f9edb,t,t,t,t,t,t,t,f,71.0,1.0,5.0
e0e4b984234ed8043c7df95bbfd0af14,t,t,t,t,t,t,t,f,62.0,1.0,9.0
35cb34b086646f81978b041645011677,f,t,t,t,f,t,t,f,43.0,8.0,8.0
bba5e27bf3ed54f16ce493fb5d8b7672,t,t,t,t,t,t,t,f,66.0,2.0,8.0
18464a0314ba4dd50f3f15260b3ee1d8,t,t,t,t,t,t,t,f,83.0,1.0,6.0
9b750781967c4bf593a3aa572625bb57,t,t,t,t,t,t,t,f,90.0,3.0,9.0
4eb7e379a11b5d7ab008ed8dd6b6cf61,f,f,t,f,f,f,t,f,,0.0,1.0
a70a058881e970ffb552399226112b57,f,t,t,t,f,f,t,f,0.0,1.0,2.0
3e09b323ac4b2307faa184202737ec26,f,f,f,t,t,t,t,f,66.0,0.0,8.0
91879882dd4f78a6f5ec3c5e55d5830e,t,t,t,t,t,t,t,f,66.0,3.0,3.0
39f7799025b56a618f898743afd0c57d,f,f,t,t,f,t,t,f,33.0,0.0,3.0
caabce7327d4b0e329b278777ca1f28a,t,t,t,t,t,t,t,f,70.0,5.0,10.0
aa6c0f4baba13d636038d598efa78ebb,f,f,t,f,f,t,t,f,,0.0,3.0
f6caffc61f82f085cad12eb696aa852a,t,t,t,t,t,t,f,f,66.0,7.0,4.0
03178b6abdf7777b24e2aeaa7fa42370,t,t,t,t,t,t,f,f,66.0,2.0,5.0
19039a7f81fedc87d09431158d38273c,t,t,t,t,t,t,f,f,66.0,3.0,3.0
8473a6549c9d67bcef34804f5f58dc01,f,t,t,t,f,t,f,f,28.0,4.0,8.0
23be18fb239a593e9cc25afaa4cb9bf9,t,t,t,t,t,f,t,f,66.0,1.0,2.0
7eef299fca5f3d98ec8881882a3b2839,f,f,t,t,t,f,t,f,66.0,0.0,2.0
d26cc756c21cab716ace444660bc4193,f,,f,,f,,,,,,
db563cb68322c1dfe1f8a39931881ca6,f,f,t,f,f,f,t,f,0.0,0.0,2.0
c3bf0dc5d9fb95b226c67a232fb45e68,t,t,t,t,t,t,t,f,100.0,3.0,10.0
552d4e6a3b790e40c475edacc4343adc,f,,f,,f,,,,,,
ebf572a995297a1a3a71e370ddfb50ca,t,t,t,t,t,t,t,f,66.0,3.0,7.0
55fbe86679d263e04ee4386c88b80127,t,t,t,t,t,t,t,f,100.0,1.0,3.0
40f7342b90920f0738684a4247116196,f,f,t,f,f,f,t,f,0.0,0.0,1.0
03a6b309ba597dc871e5f81816dd80d3,t,t,t,t,t,t,t,f,95.0,1.0,21.0
9a3692d3a347c3f62704a64d2601a83c,f,f,t,t,t,t,t,f,100.0,0.0,4.0
5069a6cfb63520aed8584c544d543cc0,f,f,t,t,t,f,t,f,100.0,0.0,1.0
6f07e07fdd3e85ed93cc98e9e5090f0f,f,,f,,f,,,,,,
f5382dee82b1c7e8353be410e54870f6,f,f,t,t,f,t,t,f,20.0,0.0,10.0
67fce89b58dd1b19b70af66a33f926c9,f,f,t,t,f,t,t,f,25.0,0.0,5.0
463bb64a06e9c08419db62f9f000a870,f,,f,,f,,,,,,
5947b91b1666a2336a260fc5edb364bd,f,t,t,t,f,t,t,f,44.0,1.0,9.0
adb8b117db068e79c6bcadb1c9c0b907,t,t,t,t,t,t,t,f,83.0,2.0,3.0
56c0008a6efba966e611ebfc355d7b2b,t,t,t,t,t,t,t,f,66.0,1.0,6.0
defe580915a3e1c93132989b1246fc5c,f,,f,,f,,,,,,
f82ae27fc26b046117356a521f3a7c56,f,f,f,t,t,f,f,f,100.0,0.0,1.0
a48879ab66dfabbba8dc9d202944fd74,f,f,t,f,f,f,t,f,0.0,0.0,1.0
a0c13f4253cdc9d38b07b1b833f521cb,f,f,t,t,f,t,t,f,,0.0,6.0
08d0388305bb047465a9e36b1f499c10,f,f,t,t,t,t,t,f,100.0,0.0,8.0
1734b247e1efe06f00f238d1b530d5fd,f,f,t,t,f,t,t,f,50.0,0.0,7.0
74a386a8187d8a0209155a23ae93af3f,t,t,t,t,t,t,t,f,75.0,2.0,3.0
d40ed71b649ca9d96c95c0552bdea013,t,t,t,t,t,t,t,f,72.0,4.0,5.0
