id,authorized_flag,card_id,city_id,category_1,installments,category_3,merchant_category_id,merchant_id,month_lag,purchase_amount,purchase_date,category_2,state_id,subsector_id
4133,Y,C_ID_01f7bd95a1,107,N,0,A,222,M_ID_32dd24da5d,1,-0.49295975,422555,4.0,4,21
4134,Y,C_ID_01f7bd95a1,107,N,0,A,307,M_ID_ae42fca5a5,1,-0.50344825,422609,4.0,4,19
4135,Y,C_ID_01f7bd95a1,107,N,0,A,307,M_ID_3504946f16,2,-0.50648361,423321,4.0,4,19
4136,Y,C_ID_01f7bd95a1,212,N,0,A,307,M_ID_730e3a5917,2,-0.5121486,423156,4.0,4,19
4137,Y,C_ID_01f7bd95a1,126,N,0,A,437,M_ID_e406ce048f,1,-0.57864092,422514,4.0,4,15
4138,Y,C_ID_01f7bd95a1,212,N,0,A,309,M_ID_2e7139600a,1,-0.54086427,422507,4.0,4,21
4139,Y,C_ID_01f7bd95a1,212,N,0,A,80,M_ID_42ee0f04e0,1,-0.63766505,422513,4.0,4,37
4140,Y,C_ID_6120879034,209,N,1,B,307,M_ID_e501a47256,1,-0.67177524,422741,1.0,9,19
4141,Y,C_ID_6120879034,233,N,1,B,307,M_ID_1e1415c307,2,-0.55797946,423292,1.0,9,19
4142,Y,C_ID_6120879034,-1,Y,1,B,755,M_ID_86be58d7e0,1,-0.72436803,422652,,-1,8
4143,Y,C_ID_6120879034,69,N,1,B,561,M_ID_50f575c681,1,-0.67177524,422655,1.0,9,7
4144,Y,C_ID_6120879034,233,N,1,B,222,M_ID_10285da7ce,1,-0.5590764,422703,1.0,9,21
4145,Y,C_ID_6120879034,233,N,1,B,307,M_ID_331ce915f4,2,-0.5750045,423590,1.0,9,19
4146,Y,C_ID_cf545300fe,331,N,1,B,705,M_ID_77e2942cd8,1,-0.74472895,422435,1.0,16,33
4147,Y,C_ID_cf545300fe,331,N,1,B,278,M_ID_d86b8cc0eb,2,-0.73714056,423549,1.0,16,37
4148,Y,C_ID_cf545300fe,331,N,1,B,307,M_ID_0159309e69,2,-0.694315,423590,1.0,16,19
4149,Y,C_ID_cf545300fe,331,N,1,B,531,M_ID_82402ab7ed,1,-0.70182826,422386,1.0,16,27
4150,Y,C_ID_356eabf0ee,19,N,1,B,307,M_ID_a19b1af9ad,1,-0.69518654,417449,1.0,9,19
4151,Y,C_ID_95ec020d6f,308,N,0,A,307,M_ID_22a49c07c2,2,-0.73188128,422992,1.0,16,19
4152,Y,C_ID_95ec020d6f,308,N,0,A,195,M_ID_40cd9c3e0c,1,-0.71121983,422820,1.0,16,34
4153,Y,C_ID_95ec020d6f,308,N,0,A,195,M_ID_0bbf907614,2,-0.66922073,423202,1.0,16,34
4154,Y,C_ID_95ec020d6f,308,N,0,A,309,M_ID_aa1fb0ecd0,2,-0.65224077,423472,1.0,16,21
4155,Y,C_ID_95ec020d6f,308,N,0,A,511,M_ID_5c706b7a6d,2,-0.71685477,423502,1.0,16,7
4156,Y,C_ID_95ec020d6f,308,N,0,A,783,M_ID_ddc477fffb,2,-0.72737333,423187,1.0,16,19
4157,Y,C_ID_95ec020d6f,308,N,0,A,417,M_ID_e61eb69788,1,-0.65674872,422814,1.0,16,27
4158,Y,C_ID_95ec020d6f,291,N,0,A,511,M_ID_9139332ccc,2,-0.68680175,422928,1.0,9,7
4159,Y,C_ID_95ec020d6f,308,N,0,A,650,,2,-0.72737333,423018,1.0,16,29
4160,Y,C_ID_6d079f9298,331,N,0,A,690,M_ID_ddb27ddd8e,1,-0.73339896,422580,3.0,3,1
4161,Y,C_ID_6d079f9298,331,N,0,A,68,M_ID_b16f253427,1,-0.662008,422577,3.0,3,27
4162,Y,C_ID_6d079f9298,331,N,0,A,307,M_ID_7f3f21a8a3,2,-0.70934152,423365,1.0,16,19
4163,Y,C_ID_6d079f9298,231,N,0,A,561,M_ID_c9a8f296ae,1,-0.68079114,422220,1.0,9,7
4164,Y,C_ID_6d079f9298,331,N,0,A,80,M_ID_b8f5787d19,1,-0.73425547,422779,3.0,3,37
4165,Y,C_ID_6d079f9298,331,N,0,A,683,M_ID_d86b8cc0eb,1,-0.71535212,422205,3.0,3,34
4166,Y,C_ID_6d079f9298,331,N,0,A,367,M_ID_6c902b51ca,2,-0.73714056,423329,3.0,3,16
4167,Y,C_ID_6d079f9298,88,N,0,A,755,M_ID_445742726b,2,-0.72436803,423297,1.0,16,8
4168,Y,C_ID_6d079f9298,331,N,0,A,278,M_ID_7de5dd4370,2,-0.72917651,423501,3.0,3,37
4169,Y,C_ID_6d079f9298,331,N,0,A,273,M_ID_ce29b3e063,1,-0.72436803,422748,3.0,3,20
4170,Y,C_ID_bba654d885,107,N,5,C,497,M_ID_5c6483dea3,2,-0.38236462,417299,4.0,4,27
4171,Y,C_ID_bba654d885,69,N,1,B,879,M_ID_00a6ca8a8a,2,-0.59664268,417308,1.0,9,29
4172,Y,C_ID_bba654d885,212,N,3,C,840,M_ID_cdefbf5fe0,2,-0.50663387,417495,4.0,4,20
4173,Y,C_ID_bba654d885,107,N,1,B,705,M_ID_f957c2c31d,2,-0.50368868,417326,4.0,4,33
4174,Y,C_ID_7130fd2b3d,69,N,1,B,755,M_ID_8fadd601d2,2,-0.72737333,422240,1.0,9,8
4175,Y,C_ID_7130fd2b3d,292,N,1,B,367,M_ID_7e92604e22,2,-0.73939454,422357,3.0,1,16
4176,Y,C_ID_7130fd2b3d,292,N,1,B,45,M_ID_5e92f6a3d4,2,-0.72436803,422915,3.0,1,18
4177,Y,C_ID_7130fd2b3d,246,N,1,B,307,M_ID_bc03b2fece,2,-0.724353,422891,3.0,1,19
4178,Y,C_ID_d1d7235042,60,N,0,A,80,M_ID_af406db773,2,-0.73563791,418050,1.0,16,37
4179,Y,C_ID_d1d7235042,60,N,0,A,80,M_ID_b465ba93e5,2,-0.74315117,417907,1.0,16,37
4180,Y,C_ID_d1d7235042,88,N,0,A,87,M_ID_853bc8bc3c,1,-0.61166919,417496,1.0,16,27
4181,Y,C_ID_d1d7235042,3,N,0,A,743,M_ID_8c15979f4d,2,-0.73939454,418212,1.0,16,5
4182,Y,C_ID_d1d7235042,88,N,0,A,884,M_ID_4e3105708c,1,-0.64923547,417495,1.0,16,27
4183,Y,C_ID_24928b8f8c,333,N,1,B,414,M_ID_fe0349a63b,2,-0.59517008,423610,5.0,21,29
4184,Y,C_ID_24928b8f8c,333,N,1,B,367,M_ID_6d98571bda,1,-0.71536715,422463,5.0,21,16
4185,Y,C_ID_24928b8f8c,149,N,1,B,80,M_ID_5868709462,2,-0.694315,423282,5.0,20,37
4186,Y,C_ID_24928b8f8c,333,N,1,B,307,M_ID_70ddeb5751,1,-0.42834575,422918,5.0,21,19
4187,Y,C_ID_24928b8f8c,333,N,1,B,705,M_ID_f4fbdc6add,1,-0.09653031,422922,5.0,21,33
4188,Y,C_ID_24928b8f8c,149,N,1,B,278,M_ID_e19cd3b814,2,-0.70934152,423274,5.0,20,37
4189,Y,C_ID_24928b8f8c,333,N,3,C,309,M_ID_8bf9e52d09,2,0.17578013,423082,5.0,21,21
4190,Y,C_ID_24928b8f8c,333,N,1,B,307,M_ID_b75ca46c6a,2,-0.46440937,423325,5.0,21,19
4191,Y,C_ID_dcfaaf2ea8,20,N,0,A,771,M_ID_720bad947c,2,-0.50648361,423273,3.0,19,31
4192,Y,C_ID_4a97126360,291,N,2,C,511,M_ID_9139332ccc,2,0.15468291,423248,1.0,9,7
4193,Y,C_ID_4a97126360,322,N,1,B,367,M_ID_7f59fb5c4e,1,-0.72941694,422795,3.0,11,16
4194,Y,C_ID_4a97126360,87,N,-1,,705,M_ID_9747c2f4af,2,-0.44412358,422987,3.0,11,33
4195,Y,C_ID_4a97126360,322,N,1,B,705,M_ID_7e3bd4e9e0,1,-0.58227733,422815,3.0,11,33
4196,Y,C_ID_4a97126360,87,N,1,B,705,M_ID_145ecb41d1,2,-0.71846261,423564,3.0,11,33
4197,Y,C_ID_4a97126360,87,N,1,B,823,,2,-0.69281235,423276,3.0,11,25
4198,Y,C_ID_4a97126360,87,N,1,B,80,M_ID_35178849a3,2,-0.67943876,423279,3.0,11,37
4199,Y,C_ID_4a97126360,87,N,1,B,783,M_ID_3e0cf39ff8,2,-0.629701,423413,3.0,11,19
4200,Y,C_ID_4a97126360,87,N,-1,,434,M_ID_a44f8af310,2,-0.61168422,422962,3.0,11,32
4201,Y,C_ID_281e89ae65,229,N,1,B,307,M_ID_a8eed99b01,2,-0.59664268,423414,1.0,15,19
4202,Y,C_ID_281e89ae65,229,N,1,B,206,M_ID_e9a177d719,2,-0.66982179,423491,1.0,15,1
4203,Y,C_ID_281e89ae65,229,N,1,B,309,M_ID_b82e111157,2,-0.02105214,423184,1.0,15,21
4204,Y,C_ID_281e89ae65,157,N,1,B,2,M_ID_fcbff5c785,1,-3.005e-05,422393,4.0,13,20
4205,Y,C_ID_281e89ae65,229,N,1,B,222,M_ID_0eba95a6de,2,-0.08168412,423084,1.0,15,21
4206,Y,C_ID_63581d4ccd,331,N,0,A,80,M_ID_4785673638,2,-0.70934152,420141,1.0,16,37
4207,Y,C_ID_63581d4ccd,331,N,0,A,884,M_ID_26b9c662a5,2,-0.6852991,420059,1.0,16,27
4208,Y,C_ID_63581d4ccd,331,N,0,A,560,M_ID_2db13f8786,1,-0.73518712,419370,1.0,16,34
4209,Y,C_ID_63581d4ccd,331,N,0,A,87,M_ID_4f89a2afea,2,-0.63450949,420225,1.0,16,27
4210,Y,C_ID_63581d4ccd,69,N,0,A,879,M_ID_00a6ca8a8a,1,-0.68304512,419327,1.0,9,29
4211,Y,C_ID_3b737a962c,149,N,3,C,422,M_ID_b1f6a057d5,1,-0.47417661,422840,5.0,20,27
4212,Y,C_ID_cfb2427208,48,N,0,A,506,M_ID_efb39330b3,2,-0.71685477,423080,1.0,9,30
4213,Y,C_ID_cfb2427208,299,N,0,A,360,M_ID_65108df6e7,2,-0.73188128,423264,1.0,9,34
4214,Y,C_ID_a97e9ddcff,19,N,1,B,437,M_ID_d07daa6e8e,1,-0.65990429,422411,1.0,9,15
4215,Y,C_ID_a97e9ddcff,21,N,1,B,705,M_ID_0fa4ef0f5b,1,-0.57091729,422772,1.0,9,33
4216,Y,C_ID_a97e9ddcff,69,N,2,C,606,M_ID_cd2c0b07e9,1,-0.41908941,422412,1.0,9,17
4217,Y,C_ID_a97e9ddcff,19,N,2,C,884,M_ID_8fdd800850,2,-0.47041998,423084,1.0,9,27
4218,Y,C_ID_8042446a79,-1,Y,6,C,879,M_ID_ef87dd1879,2,-0.36467841,421573,,-1,29
4219,Y,C_ID_8042446a79,120,N,1,B,705,M_ID_bf6e5dcceb,2,-0.7253748,422151,5.0,21,33
4220,Y,C_ID_8042446a79,160,N,1,B,561,M_ID_f2045dd267,1,-0.71880822,421244,5.0,21,7
4221,Y,C_ID_8042446a79,120,N,1,B,683,M_ID_12a5038438,1,-0.6883044,421449,5.0,21,34
4222,Y,C_ID_d6b651e2a9,69,N,1,B,561,M_ID_50f575c681,1,-0.68680175,422254,1.0,9,7
4223,Y,C_ID_d6b651e2a9,-1,Y,2,C,690,M_ID_96ba3c7b60,1,-0.30134167,422194,,-1,1
4224,Y,C_ID_d6b651e2a9,69,N,1,B,506,M_ID_2987fd6810,2,-0.72753862,423595,1.0,9,30
4225,Y,C_ID_d6b651e2a9,69,N,1,B,690,M_ID_3792a0ff3a,2,-0.65837159,423595,1.0,9,1
4226,Y,C_ID_d6b651e2a9,69,N,1,B,705,M_ID_7ffd65ecde,1,-0.7190787,422867,1.0,9,33
4227,Y,C_ID_d6b651e2a9,69,N,1,B,80,M_ID_2c049b075c,1,-0.72436803,422896,1.0,9,37
4228,Y,C_ID_d6b651e2a9,139,N,1,B,683,M_ID_f07a7d927f,2,-0.71986007,423609,1.0,9,34
4229,Y,C_ID_d6b651e2a9,69,N,1,B,437,M_ID_5f9bffd028,2,-0.71858282,423589,1.0,9,15
4230,Y,C_ID_d6b651e2a9,69,N,1,B,528,M_ID_86826ed1e5,1,-0.73188128,422870,1.0,9,25
4231,Y,C_ID_d6b651e2a9,69,N,1,B,19,M_ID_0449207515,1,-0.73835771,422866,1.0,9,36
4232,Y,C_ID_d6b651e2a9,69,N,1,B,80,M_ID_c03b62d83d,1,-0.73413526,422894,1.0,9,37
4233,Y,C_ID_d6b651e2a9,69,N,1,B,683,M_ID_f86439cec0,1,-0.73188128,422202,1.0,9,34
4234,Y,C_ID_d6b651e2a9,69,N,1,B,695,M_ID_fc500fe78c,1,-0.73188128,422902,1.0,9,34
4235,Y,C_ID_d6b651e2a9,69,N,1,B,650,M_ID_9748fcc3c9,1,-0.72436803,422851,1.0,9,29
4236,Y,C_ID_7e63323c00,160,N,0,A,561,M_ID_f2045dd267,2,-0.72484888,423065,5.0,21,7
4237,Y,C_ID_7e63323c00,160,N,0,A,19,M_ID_95eff8501c,1,-0.74202418,422316,5.0,21,36
4238,Y,C_ID_7e63323c00,160,N,0,A,369,M_ID_c92209cec5,1,-0.72451829,422537,5.0,21,27
4239,Y,C_ID_7e63323c00,160,N,0,A,63,M_ID_443783a0d3,1,-0.68834948,422534,5.0,21,27
4240,Y,C_ID_7e63323c00,160,N,0,A,703,M_ID_d480e45998,1,-0.72286538,422388,5.0,21,29
4241,Y,C_ID_9870167830,158,N,0,A,705,M_ID_9bd7600f10,1,-0.70408224,422318,1.0,15,33
4242,Y,C_ID_9870167830,158,N,0,A,506,M_ID_bdbb75d0ef,1,-0.68695201,422772,1.0,15,30
4243,Y,C_ID_9870167830,158,N,0,A,278,M_ID_07b1a93d92,2,-0.71550239,423131,1.0,15,37
4244,Y,C_ID_9870167830,158,N,0,A,454,M_ID_7c35dde556,1,-0.72286538,422324,1.0,15,39
4245,Y,C_ID_9870167830,158,N,0,A,184,M_ID_81763af392,1,-0.66005456,422531,1.0,15,40
4246,Y,C_ID_9870167830,138,N,0,A,367,M_ID_a8b0f7f26d,1,-0.71399973,422873,1.0,15,16
4247,Y,C_ID_9870167830,158,N,0,A,489,M_ID_121dbb6b16,2,-0.72438305,423589,1.0,15,16
4248,Y,C_ID_9870167830,69,N,0,A,111,M_ID_fdaa62eccb,2,-0.73804215,422972,1.0,9,36
4249,Y,C_ID_9870167830,158,N,0,A,683,M_ID_093f64a819,1,-0.73760638,422247,1.0,15,34
4250,Y,C_ID_9870167830,138,N,0,A,222,M_ID_1d56817eb9,2,-0.67853717,423249,1.0,15,21
4251,Y,C_ID_9870167830,158,N,0,A,645,M_ID_0f9e21bbdf,2,-0.73563791,423376,1.0,15,4
4252,Y,C_ID_9870167830,158,N,0,A,842,M_ID_90a8b44406,1,-0.70648648,422432,1.0,15,37
4253,Y,C_ID_9870167830,138,N,0,A,705,M_ID_7d40031994,2,-0.73097969,423250,1.0,15,33
4254,Y,C_ID_9870167830,158,N,0,A,80,M_ID_a9430074ad,2,-0.74465382,423306,1.0,15,37
4255,Y,C_ID_9870167830,158,N,0,A,309,M_ID_6818c1826f,1,-0.67508107,422369,1.0,15,21
4256,Y,C_ID_9870167830,158,N,0,A,278,M_ID_1e8db6a358,2,-0.63467478,423613,1.0,15,37
4257,Y,C_ID_9870167830,138,N,0,A,342,M_ID_d29dc49934,2,-0.64923547,423418,1.0,15,20
4258,Y,C_ID_9bf5be73e5,341,N,3,C,367,M_ID_d1cba0507c,2,-0.5737573,416585,1.0,15,16
4259,Y,C_ID_9bf5be73e5,153,N,1,B,367,M_ID_0843779e57,2,-0.73369949,416601,1.0,15,16
4260,Y,C_ID_9bf5be73e5,153,N,1,B,178,M_ID_79a26462b7,2,-0.56658965,416968,1.0,15,29
4261,Y,C_ID_9bf5be73e5,64,N,4,C,422,M_ID_edc6728d27,2,-0.52152514,416658,1.0,15,27
4262,Y,C_ID_9bf5be73e5,153,N,1,B,683,M_ID_00264da178,2,-0.71610345,416986,1.0,15,34
4263,Y,C_ID_9bf5be73e5,64,N,1,B,80,M_ID_f2f74618f8,2,-0.73816237,416654,1.0,15,37
4264,Y,C_ID_9bf5be73e5,153,N,1,B,705,M_ID_1753320c4c,2,-0.70654658,416986,1.0,15,33
4265,Y,C_ID_9bf5be73e5,153,N,1,B,222,M_ID_82538c5acd,1,-0.61617714,416316,1.0,15,21
4266,Y,C_ID_9bf5be73e5,153,N,1,B,278,M_ID_331634f7ed,2,-0.72588571,416412,1.0,15,37
4267,Y,C_ID_26364d47bb,140,N,0,A,437,M_ID_99aeec83fd,1,-0.49823405,419134,1.0,9,15
4268,Y,C_ID_26364d47bb,140,N,0,A,80,M_ID_71902f45d3,1,-0.73939454,418800,1.0,9,37
4269,Y,C_ID_26364d47bb,140,N,0,A,108,M_ID_bf13b2d5cc,1,-0.72136273,418632,1.0,9,34
4270,Y,C_ID_26364d47bb,140,N,0,A,367,M_ID_36e98d5219,1,-0.71246703,419060,1.0,9,16
4271,Y,C_ID_26364d47bb,140,N,0,A,307,M_ID_9466f4e169,1,-0.71317328,419230,1.0,9,19
4272,Y,C_ID_6e79bb3acf,256,N,0,A,695,M_ID_ddbfffb089,1,-0.67478054,422235,5.0,5,34
4273,Y,C_ID_6e79bb3acf,200,N,0,A,705,M_ID_7b9a4eb2ce,2,-0.67410435,423091,2.0,18,33
4274,Y,C_ID_6e79bb3acf,256,N,0,A,511,M_ID_48d26a5b59,1,-0.73638924,422734,5.0,5,7
4275,Y,C_ID_6e79bb3acf,256,N,0,A,367,M_ID_1188248608,2,-0.68079114,423130,5.0,5,16
4276,Y,C_ID_ee82cdf108,69,N,0,A,528,M_ID_124bc5f024,1,-0.61617714,422508,1.0,9,25
4277,Y,C_ID_ee82cdf108,283,N,0,A,705,M_ID_96e3dba120,1,-0.68019008,422414,1.0,9,33
4278,Y,C_ID_ee82cdf108,283,N,0,A,307,M_ID_b254264905,1,-0.70182826,422865,1.0,9,19
4279,Y,C_ID_ee82cdf108,69,N,0,A,80,M_ID_63ebbc3a84,1,-0.68710228,422511,1.0,9,37
4280,Y,C_ID_ee82cdf108,69,N,0,A,307,M_ID_6fbd8f7443,1,-0.71685477,422559,1.0,9,19
4281,Y,C_ID_625b72b590,277,N,3,C,813,M_ID_0f8e964477,2,0.35303287,423586,4.0,13,29
4282,Y,C_ID_625b72b590,280,N,1,B,437,M_ID_fd02f8d662,2,1.2970885,423611,3.0,1,15
4283,Y,C_ID_625b72b590,277,N,1,B,690,M_ID_2766b7953e,2,-0.46038227,423564,4.0,13,1
4284,Y,C_ID_625b72b590,69,N,10,C,834,M_ID_29ec8d2ab8,1,-0.10105329,422868,1.0,9,27
4285,Y,C_ID_625b72b590,-1,Y,1,B,879,M_ID_9139332ccc,2,-0.4104642,423229,,-1,29
4286,Y,C_ID_625b72b590,277,N,-1,,184,M_ID_245cc10d52,2,0.31997454,423584,4.0,13,40
4287,Y,C_ID_579b2c9eb6,69,N,1,B,561,M_ID_50f575c681,1,-0.649536,420209,1.0,9,7
4288,Y,C_ID_579b2c9eb6,12,N,1,B,437,M_ID_5cf0e45223,1,0.02417766,420134,5.0,5,15
4289,Y,C_ID_af87e33129,160,N,0,A,307,M_ID_5dfce09582,1,-0.59664268,421061,5.0,21,19
4290,Y,C_ID_af87e33129,103,N,0,A,367,M_ID_be730907ce,2,-0.6582664,421651,2.0,18,16
4291,Y,C_ID_af87e33129,103,N,0,A,40,M_ID_d2e36854b9,2,-0.72737333,421648,2.0,18,21
4292,Y,C_ID_af87e33129,103,N,0,A,278,M_ID_537bc87b6a,1,-0.70415737,421378,2.0,18,37
4293,Y,C_ID_af87e33129,160,N,0,A,307,M_ID_fb25f6f030,2,-0.67177524,422133,5.0,21,19
4294,Y,C_ID_af87e33129,160,N,0,A,307,M_ID_0a855e2937,2,-0.66876993,421555,5.0,21,19
4295,Y,C_ID_af87e33129,333,N,0,A,705,M_ID_322051a5e9,1,-0.72887598,421065,5.0,21,33
4296,Y,C_ID_af87e33129,160,N,0,A,884,M_ID_50f9d257f4,1,-0.71986007,421409,5.0,21,27
4297,Y,C_ID_af87e33129,160,N,0,A,705,M_ID_b2b9b2120d,1,-0.69961936,421242,5.0,21,33
4298,Y,C_ID_af87e33129,103,N,0,A,367,M_ID_4780c3dfae,2,-0.70846998,422033,2.0,18,16
4299,Y,C_ID_af87e33129,160,N,0,A,561,M_ID_f2045dd267,1,-0.70182826,421002,5.0,21,7
4300,Y,C_ID_8ffb6daff8,233,N,2,C,184,M_ID_f8c4371b6a,1,0.6505578,422530,1.0,9,40
4301,Y,C_ID_8ffb6daff8,233,N,1,B,215,M_ID_85671e5845,2,-0.68750799,423061,1.0,9,21
4302,Y,C_ID_8ffb6daff8,62,N,1,B,387,M_ID_957aa7bcb8,2,-0.50212592,423557,1.0,9,36
4303,Y,C_ID_8ffb6daff8,69,N,1,B,606,M_ID_cd2c0b07e9,2,-0.67177524,423060,1.0,9,17
4304,Y,C_ID_8ffb6daff8,209,N,-1,,222,M_ID_730469b198,2,17.06401664,423294,1.0,9,21
4305,Y,C_ID_8ffb6daff8,62,N,1,B,222,M_ID_5c96d5042e,2,-0.28108593,423541,1.0,9,21
4306,Y,C_ID_360631f6b9,-1,Y,2,C,879,M_ID_9139332ccc,1,-0.66952126,421080,,-1,29
4307,Y,C_ID_360631f6b9,-1,Y,1,B,302,M_ID_b9f9332438,1,-0.49897035,420886,,-1,22
4308,Y,C_ID_360631f6b9,-1,Y,2,C,302,M_ID_e8205e37ae,1,-0.49952633,421021,,-1,22
4309,Y,C_ID_d847a0ec09,286,N,1,B,171,M_ID_1a08de686a,1,-0.67177524,422441,3.0,3,34
4310,Y,C_ID_d847a0ec09,-1,Y,1,B,705,M_ID_b7777dd235,1,1.80609656,422780,,-1,33
4311,Y,C_ID_d847a0ec09,286,N,1,B,360,M_ID_8dcc7c28a7,1,-0.71384947,422589,3.0,3,34
4312,Y,C_ID_d847a0ec09,286,N,1,B,454,M_ID_8d231bda00,2,-0.73789189,423278,3.0,3,39
4313,Y,C_ID_d847a0ec09,286,N,1,B,705,M_ID_23bb5e700d,1,-0.73488659,422589,3.0,3,33
4314,Y,C_ID_d847a0ec09,286,N,1,B,80,M_ID_ba90a6b3a0,2,-0.71535212,423612,3.0,3,37
4315,Y,C_ID_d847a0ec09,286,N,1,B,278,M_ID_41c55e3ac8,1,-0.60971574,422777,3.0,3,37
4316,Y,C_ID_d847a0ec09,286,N,1,B,111,M_ID_d82bac7556,1,-0.68274459,422778,3.0,3,36
4317,Y,C_ID_d847a0ec09,286,N,1,B,130,M_ID_092f091bce,2,-0.694315,423616,3.0,3,41
4318,Y,C_ID_d847a0ec09,286,N,1,B,80,M_ID_e4dbe753ff,1,-0.73413526,422871,3.0,3,37
4319,Y,C_ID_d847a0ec09,286,N,1,B,637,M_ID_d6df92caf2,2,-0.64923547,423115,3.0,3,37
4320,Y,C_ID_3d377a675e,69,N,0,A,683,M_ID_e389b26bd7,1,-0.70483356,422710,1.0,9,34
4321,Y,C_ID_3d377a675e,69,N,0,A,560,M_ID_24532c85df,1,-0.73808723,422467,1.0,9,34
4322,Y,C_ID_3d377a675e,115,N,0,A,307,M_ID_f0400371aa,1,-0.67177524,422486,1.0,9,19
4323,Y,C_ID_3d377a675e,69,N,0,A,367,M_ID_1ca32f4880,2,-0.72462348,423257,1.0,9,16
4324,Y,C_ID_3d377a675e,69,N,0,A,307,M_ID_141eaeb50b,1,-0.71685477,422753,1.0,9,19
4325,Y,C_ID_3d377a675e,69,N,0,A,222,M_ID_26a7fd6b54,1,-0.69040811,422412,1.0,9,21
4326,Y,C_ID_3d377a675e,69,N,0,A,506,M_ID_0bfe0eae25,1,-0.7126774,422889,1.0,9,30
4327,Y,C_ID_3d377a675e,69,N,0,A,80,M_ID_5499d33511,2,-0.71910875,423261,1.0,9,37
4328,Y,C_ID_3d377a675e,48,N,0,A,472,,2,-0.70934152,423253,1.0,9,4
4329,Y,C_ID_3d377a675e,295,N,0,A,307,M_ID_77a1a9cdf3,1,-0.67177524,422671,1.0,9,19
4330,Y,C_ID_3d377a675e,69,N,0,A,511,M_ID_b794b9d9e8,1,-0.64547884,422673,1.0,9,7
4331,Y,C_ID_3d377a675e,69,N,0,A,195,M_ID_cc72dac895,2,-0.72887598,423403,1.0,9,34
4332,Y,C_ID_66eedba4e6,69,N,1,B,560,M_ID_21605d9d75,2,-0.71700504,423252,1.0,9,34
4333,Y,C_ID_66eedba4e6,69,N,1,B,278,M_ID_c29a18356f,2,-0.50906817,423234,1.0,9,37
4334,Y,C_ID_66eedba4e6,69,N,1,B,683,M_ID_5518af06f8,2,-0.72136273,423253,1.0,9,34
4335,Y,C_ID_66eedba4e6,69,N,1,B,818,M_ID_635e80c4d8,1,-0.02112728,422418,1.0,9,12
4336,Y,C_ID_66eedba4e6,158,N,1,B,705,M_ID_3f644b8667,2,-0.70175313,423299,1.0,15,33
4337,Y,C_ID_66eedba4e6,158,N,1,B,278,M_ID_2c1b8f4f36,1,-0.72226432,422583,1.0,15,37
4338,Y,C_ID_66eedba4e6,158,N,1,B,842,M_ID_9d4700003e,2,-0.55644676,423525,1.0,15,37
4339,Y,C_ID_66eedba4e6,69,N,1,B,278,M_ID_763d610411,2,-0.67432974,423261,1.0,9,37
4340,Y,C_ID_66eedba4e6,158,N,1,B,298,M_ID_b79c9c196b,1,-0.62819835,422240,1.0,15,10
4341,Y,C_ID_66eedba4e6,158,N,0,A,367,M_ID_0ae0007866,2,-0.70212879,423132,1.0,15,16
4342,Y,C_ID_66eedba4e6,69,N,1,B,842,M_ID_cb6190a0e1,2,-0.56884363,423213,1.0,9,37
4343,Y,C_ID_66eedba4e6,69,N,1,B,80,M_ID_cf4679070d,2,-0.71535212,423275,1.0,9,37
4344,Y,C_ID_66eedba4e6,158,N,2,C,884,M_ID_516ecf7cff,2,-0.27056737,423135,1.0,15,27
4345,Y,C_ID_66eedba4e6,158,N,1,B,278,M_ID_572a935a1f,2,-0.47070548,423329,1.0,15,37
4346,Y,C_ID_66eedba4e6,69,N,1,B,771,M_ID_0dee2e311d,1,-0.47644561,422385,1.0,9,31
4347,Y,C_ID_66eedba4e6,158,N,1,B,367,M_ID_ac1db31b2b,1,-0.70408224,422219,1.0,15,16
4348,Y,C_ID_66eedba4e6,-1,Y,3,C,879,M_ID_9139332ccc,1,0.38529479,422559,,-1,29
4349,Y,C_ID_66eedba4e6,158,N,1,B,80,M_ID_b4d7ad0504,1,-0.7270728,422537,1.0,15,37
4350,Y,C_ID_5615eb269b,209,N,0,A,80,M_ID_cc67260c04,2,-0.67267683,423596,1.0,9,37
4351,Y,C_ID_a6f64ab245,161,N,0,A,560,M_ID_aabb389e4a,1,-0.73282795,422292,3.0,3,34
4352,Y,C_ID_a6f64ab245,161,N,0,A,111,M_ID_5698fb4f57,2,-0.67928849,423184,3.0,3,36
4353,Y,C_ID_a6f64ab245,97,N,0,A,367,M_ID_3f8ae95eb7,1,-0.71121983,422298,3.0,3,16
4354,Y,C_ID_a6f64ab245,69,N,0,A,130,M_ID_725a60d404,2,-0.71309814,423205,1.0,9,41
4355,Y,C_ID_a6f64ab245,161,N,0,A,80,M_ID_7fababd98e,2,-0.72770391,423232,3.0,3,37
4356,Y,C_ID_a6f64ab245,161,N,0,A,332,M_ID_57c32ee3e0,2,-0.59664268,423639,3.0,3,2
4357,Y,C_ID_a6f64ab245,161,N,0,A,45,M_ID_4a0075601e,2,-0.65674872,423007,3.0,3,18
4358,Y,C_ID_a6f64ab245,97,N,0,A,367,M_ID_0ec748e3da,2,-0.70783886,422961,3.0,3,16
4359,Y,C_ID_3842b75933,137,N,2,C,605,M_ID_67ce9d05c1,2,-0.55841523,423129,3.0,19,2
4360,Y,C_ID_3842b75933,147,N,-1,,489,M_ID_ca540d2bb8,1,-0.63270631,422795,3.0,19,16
